mass,bin,nevt_ASYM,nevtup_ASYM,nevtdown_ASYM,nevtupup_ASYM,nevtdowndown_ASYM,nevtobs_ASYM,nevtobs_TOY,nevtobserr_TOY
0.282,Lxy3.1_11.0_pt0_Inf_2isomu,31.840000000000003,41.611696,24.704656000000004,53.66313600000001,19.154944000000004,29.703536000000003,35.38697600000001,0.273112376
0.282,Lxy0.2_11.0_pt25_Inf_2isomu,1.5919999999999999,3.1839999999999997,0.9552,5.0944,0.6368,1.9104,31.09373408,31.09373408
0.282,Lxy0.2_11.0_pt25_Inf_012isomu,1.9104,3.8208,0.9552,5.7311999999999985,0.9552,1.9104,46.64060112,46.64060112
0.282,Lxy1.0_11.0_pt0_Inf_2isomu,55.5,72.31094999999998,41.65275,90.68145,29.0487,42.01905,51.9601545,0.496821015
0.282,Lxy1.0_11.0_pt0_Inf_012isomu,123.0,160.9947,75.645,198.03,49.9626,112.2867,130.96178999999998,1.2846735
0.282,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.9918400000000003,0.035703
0.282,Lxy1.0_11.0_pt25_Inf_012isomu,1.924875,3.7125,0.9999,5.848875,0.56385,1.922175,2.9425275,0.065141325
0.282,Lxy2.4_11.0_pt0_Inf_2isomu,41.5,58.2079,24.202800000000003,76.4679,16.04805,38.01815,49.440195,0.38024292
0.282,Lxy2.4_11.0_pt0_Inf_012isomu,85.83345,120.73455,40.7835,153.06210000000004,26.99235,96.86295,117.36072,0.689770395
0.282,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.94018,0.068709
0.282,Lxy3.1_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9575872000000003,0.065547648
0.282,Lxy3.1_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9283264,0.062746176
0.282,Lxy7.0_11.0_pt0_Inf_2isomu,11.08,16.136912,7.821371999999998,22.805964000000003,5.799272,11.687184,12.8767328,0.067429002
0.282,Lxy7.0_11.0_pt0_Inf_012isomu,14.685,21.065632500000003,10.45572,29.2892325,7.743400500000001,14.9948535,16.80037425,0.13507336425
0.282,Lxy7.0_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.5946304000000002,0.070305408
0.282,Lxy7.0_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9326656000000004,0.035664768
0.284,Lxy3.1_11.0_pt0_Inf_012isomu,55.08000000000001,77.03488800000002,29.164860000000004,99.91512000000004,19.795752000000004,39.91647600000001,56.506021200000006,1.0734375960000002
0.284,Lxy0.2_11.0_pt0_Inf_2isomu,60.821999999999996,78.762,45.023999999999994,98.154,30.648000000000003,50.00400000000001,63.3102,1.030092
0.284,Lxy0.2_11.0_pt0_Inf_012isomu,135.5265,180.495,80.3925,221.5485,53.4735,69.47099999999999,74.28726,1.9889145000000001
0.284,Lxy2.4_11.0_pt25_Inf_012isomu,1.918875,3.70875,1.0018125,5.8310625,0.569625,1.9216875,2.86715625,0.05054775
0.284,Lxy3.1_11.0_pt0_Inf_2isomu,33.35,43.585115,25.91962,56.0947,20.323490000000003,32.326155,38.6129635,0.23752503649999998
0.284,Lxy0.2_11.0_pt25_Inf_2isomu,1.6675,3.335,1.0005,5.336,0.667,1.6675,32.568342699999995,32.568342699999995
0.284,Lxy0.2_11.0_pt25_Inf_012isomu,2.001,3.50175,1.0005,6.002999999999999,1.0005,2.001,48.85251405,48.85251405
0.284,Lxy1.0_11.0_pt0_Inf_2isomu,59.0,77.2251,44.0435,96.9842,30.4204,49.6721,60.475,0.6370643
0.284,Lxy1.0_11.0_pt0_Inf_012isomu,104.25,162.4215,48.570075,204.548925,32.984700000000004,56.618175,54.779413500000004,0.869513805
0.284,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.86368,0.0377372
0.284,Lxy1.0_11.0_pt25_Inf_012isomu,1.924875,3.7125,0.9999,5.848875,0.56385,1.922175,2.9222550000000003,0.032867325
0.284,Lxy2.4_11.0_pt0_Inf_2isomu,43.5,60.92610000000001,25.04295,79.94865,16.651799999999998,38.75415,50.97678,3.3984375
0.284,Lxy2.4_11.0_pt0_Inf_012isomu,89.25,126.333375,41.795775,159.909225,27.890625,57.218175,55.12936800000001,7.276757775
0.284,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.95204,0.0606734
0.284,Lxy3.1_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.8593792000000002,0.033845952
0.284,Lxy3.1_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.897952,0.027787584
0.284,Lxy7.0_11.0_pt0_Inf_2isomu,11.23,16.332912,7.927257000000001,23.06642,5.877782,12.455193,13.6605089,0.0961774259
0.284,Lxy7.0_11.0_pt0_Inf_012isomu,16.035,23.417514,10.4147325,32.0299125,7.767353999999999,16.5817935,20.91012105,0.229088838
0.284,Lxy7.0_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.852256,0.040436736
0.284,Lxy7.0_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9409792,0.07518393599999999
0.28600000000000003,Lxy3.1_11.0_pt0_Inf_012isomu,67.67999999999999,86.15663999999998,49.961376,108.768528,33.312096000000004,55.09151999999999,66.81931343999999,0.5290180128
0.28600000000000003,Lxy0.2_11.0_pt0_Inf_2isomu,65.637,83.81750000000002,48.191,106.145,32.305,68.87400000000001,76.68634999999998,2.256345
0.28600000000000003,Lxy0.2_11.0_pt0_Inf_012isomu,147.5733,197.56799999999998,86.05380000000002,241.4769,57.0654,106.9278,144.404421,2.4287634
0.28600000000000003,Lxy2.4_11.0_pt25_Inf_012isomu,1.918875,3.70875,1.0018125,5.8310625,0.569625,1.9216875,2.9105250000000003,0.053071875
0.28600000000000003,Lxy3.1_11.0_pt0_Inf_2isomu,34.42,48.20865200000001,26.647964,64.031526,20.975548000000003,35.962016,44.48578480000001,0.406648206
0.28600000000000003,Lxy0.2_11.0_pt25_Inf_2isomu,1.7209999999999999,3.4419999999999997,1.0326,5.5072,0.6884,1.7209999999999999,33.61326404,33.61326404
0.28600000000000003,Lxy0.2_11.0_pt25_Inf_012isomu,2.0652,3.6141,1.0326,6.1956,1.0326,2.0652,50.41989605999999,50.41989605999999
0.28600000000000003,Lxy1.0_11.0_pt0_Inf_2isomu,63.5,82.48649999999998,47.1297,102.7938,31.75,68.03389999999999,79.74584,0.518913745
0.28600000000000003,Lxy1.0_11.0_pt0_Inf_012isomu,141.197175,185.933475,83.760075,227.296125,55.70775,113.527575,147.78571499999998,4.4296875
0.28600000000000003,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.90062,0.04213719999999999
0.28600000000000003,Lxy1.0_11.0_pt25_Inf_012isomu,1.924875,3.7125,0.9999,5.848875,0.56385,1.922175,2.970495,0.0548946
0.28600000000000003,Lxy2.4_11.0_pt0_Inf_2isomu,53.0,68.741,40.0203,86.2045,28.5723,57.1605,66.04224,0.28317688
0.28600000000000003,Lxy2.4_11.0_pt0_Inf_012isomu,95.25,135.683625,44.167425,171.021375,29.20365,64.4652,97.621725,1.72945425
0.28600000000000003,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.8984400000000003,0.07113760000000001
0.28600000000000003,Lxy3.1_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9747136000000003,0.062143872
0.28600000000000003,Lxy3.1_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,3.0134208,0.146645568
0.28600000000000003,Lxy7.0_11.0_pt0_Inf_2isomu,13.06,19.280478,8.690124,26.742962,6.479066,14.402567999999999,17.7595104,0.40901569200000004
0.28600000000000003,Lxy7.0_11.0_pt0_Inf_012isomu,16.995,24.785508,10.9940655,33.741873000000005,8.166097500000001,16.427367,21.3616953,0.23474003850000003
0.28600000000000003,Lxy7.0_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,3.0038400000000003,0.07789632
0.28600000000000003,Lxy7.0_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9769216,0.061629888
0.28800000000000003,Lxy3.1_11.0_pt0_Inf_012isomu,72.51,92.66778,52.649511,115.57368900000002,35.123844000000005,59.86425600000001,72.58976100000002,4.511949252000001
0.28800000000000003,Lxy0.2_11.0_pt0_Inf_2isomu,73.5634,93.2104,59.64400000000001,116.661,44.8292,82.28800000000003,93.99184,2.3125
0.28800000000000003,Lxy0.2_11.0_pt0_Inf_012isomu,159.87405,217.3812,91.6134,264.8892,60.57270000000001,207.7833,224.428755,6.2810551499999985
0.28800000000000003,Lxy2.4_11.0_pt25_Inf_012isomu,1.918875,3.70875,1.0018125,5.8310625,0.569625,1.9216875,2.967375,0.047621062500000005
0.28800000000000003,Lxy3.1_11.0_pt0_Inf_2isomu,39.79,51.762811,30.172757,65.828576,22.692237,39.774084,47.182982,0.7709591029999999
0.28800000000000003,Lxy0.2_11.0_pt25_Inf_2isomu,1.5916,3.1832000000000003,0.7958000000000001,4.7748,0.7958000000000001,1.9895,38.85740198,38.85740198
0.28800000000000003,Lxy0.2_11.0_pt25_Inf_012isomu,1.79055,2.98425,0.59685,4.7748,0.59685,1.79055,58.28610297,58.28610297
0.28800000000000003,Lxy1.0_11.0_pt0_Inf_2isomu,69.86,88.87200000000001,51.708999999999996,110.89399999999999,34.657,80.038,90.8691,0.6703193000000001
0.28800000000000003,Lxy1.0_11.0_pt0_Inf_012isomu,152.694,202.3119,89.04599999999998,246.3147,59.058,191.3571,208.77768,1.36581876
0.28800000000000003,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.9746,0.0513326
0.28800000000000003,Lxy1.0_11.0_pt25_Inf_012isomu,1.924875,3.7125,0.9999,5.848875,0.56385,1.922175,2.9140200000000003,0.059468625
0.28800000000000003,Lxy2.4_11.0_pt0_Inf_2isomu,55.8615,71.44362500000003,42.35885,89.2223,29.675725,62.824675,71.17825500000001,0.7544870499999999
0.28800000000000003,Lxy2.4_11.0_pt0_Inf_012isomu,118.125,152.263125,75.4464375,187.0155,49.8369375,110.210625,127.76990625,0.9704228625
0.28800000000000003,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,3.0,0.0429394
0.28800000000000003,Lxy3.1_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9977536,0.06741081599999997
0.28800000000000003,Lxy3.1_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.8402176,0.039348096
0.28800000000000003,Lxy7.0_11.0_pt0_Inf_2isomu,13.79,20.276816,9.140012,28.037828,6.787438000000001,13.814822,17.241636999999994,0.0959368921
0.28800000000000003,Lxy7.0_11.0_pt0_Inf_012isomu,18.45,26.90748,11.837519999999998,36.51624,8.721314999999999,18.016425,23.0815035,0.17702682749999998
0.28800000000000003,Lxy7.0_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,3.002496,0.067612608
0.28800000000000003,Lxy7.0_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.8537343999999996,0.046136448
0.29,Lxy0.2_11.0_pt0_Inf_2isomu,75.0,97.7175,53.37,122.415,35.4525,86.3325,102.47625,2.34375
0.29,Lxy0.2_11.0_pt0_Inf_012isomu,166.287,232.2375,95.73299999999999,282.711,63.657,200.3595,211.70325,4.237431
0.29,Lxy3.1_11.0_pt0_Inf_2isomu,36.72000000000001,51.94044000000002,21.97324800000001,68.79492000000002,14.772456000000005,34.87665600000001,41.900090400000025,0.9928170000000004
0.29,Lxy3.1_11.0_pt0_Inf_012isomu,47.025,71.393355,31.2575175,96.843285,22.412115,31.2575175,29.6569746,0.539216865
0.29,Lxy0.2_11.0_pt25_Inf_2isomu,2.1945,3.4485,0.9405,6.2700000000000005,0.9405,1.881,30.6152187,30.6152187
0.29,Lxy0.2_11.0_pt25_Inf_012isomu,1.881,3.762,0.9405,5.643,0.9405,1.881,45.92282804999999,45.92282804999999
0.29,Lxy1.0_11.0_pt0_Inf_2isomu,62.74375,87.50625,32.18125,112.825,21.56875,81.28125,95.12,0.5064124999999999
0.29,Lxy1.0_11.0_pt0_Inf_012isomu,159.6201,213.537,92.6652,259.8696,61.1037,182.0073,205.05276,0.5616833999999999
0.29,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.97558,0.0475306
0.29,Lxy1.0_11.0_pt25_Inf_012isomu,1.924875,3.7125,0.9999,5.848875,0.56385,1.922175,3.007845,0.0493029
0.29,Lxy2.4_11.0_pt0_Inf_2isomu,50.89800000000001,70.9869,27.99900000000001,92.3457,18.6915,46.87410000000001,58.59798000000001,1.5623646000000002
0.29,Lxy2.4_11.0_pt0_Inf_012isomu,103.125,148.95375,47.355,187.0584375,31.02,68.1759375,112.19278125,1.4342728125
0.29,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.9407,0.050764
0.29,Lxy2.4_11.0_pt25_Inf_012isomu,1.918875,3.70875,1.0018125,5.8310625,0.569625,1.9216875,2.9145375,0.0476281875
0.29,Lxy3.1_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,3.1224768,0.19515456
0.29,Lxy3.1_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.957376,0.040881408
0.29,Lxy7.0_11.0_pt0_Inf_2isomu,14.26,19.886996,10.58092,27.246582,8.29932,13.63256,16.2853478,0.1251630146
0.29,Lxy7.0_11.0_pt0_Inf_012isomu,19.380000000000006,28.18627200000001,12.381882000000004,38.155344000000014,9.085344000000003,18.695886000000005,23.78953140000001,0.16630753200000006
0.29,Lxy7.0_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.8704768,0.08042611200000001
0.29,Lxy7.0_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9553983999999995,0.067563264
0.292,Lxy3.1_11.0_pt0_Inf_012isomu,69.87,97.300962,35.228454,124.63410600000002,23.196839999999998,74.432511,79.966215,2.03552271
0.292,Lxy0.2_11.0_pt0_Inf_2isomu,80.16,104.28,56.023999999999994,130.496,37.264,89.61600000000001,103.4112,2.5
0.292,Lxy0.2_11.0_pt0_Inf_012isomu,175.5,252.10575000000003,101.03535,306.0018,67.1814,227.2725,254.37672,1.728550395
0.292,Lxy2.4_11.0_pt25_Inf_012isomu,1.918875,3.70875,1.0018125,5.8310625,0.569625,1.9216875,2.90694375,0.0349010625
0.292,Lxy3.1_11.0_pt0_Inf_2isomu,38.96,54.956976,23.111072,72.50845600000001,15.36972,41.815768,49.034666400000006,0.6738833280000001
0.292,Lxy0.2_11.0_pt25_Inf_2isomu,1.9480000000000002,3.5064,1.1687999999999998,6.2336,0.7792,1.9480000000000002,38.04685552,38.04685552
0.292,Lxy0.2_11.0_pt25_Inf_012isomu,1.7532,2.9219999999999997,0.5844,4.6752,0.5844,2.3376,57.07028328,57.07028328
0.292,Lxy1.0_11.0_pt0_Inf_2isomu,66.5,93.0069,33.57585,119.56035,22.5967,84.4417,97.54685500000001,0.45673796
0.292,Lxy1.0_11.0_pt0_Inf_012isomu,168.75,229.280625,97.149375,278.353125,64.5975,206.51625,228.0673125,1.7869275000000002
0.292,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.85086,0.061602199999999996
0.292,Lxy1.0_11.0_pt25_Inf_012isomu,1.924875,3.7125,0.9999,5.848875,0.56385,1.922175,2.914605,0.04520655
0.292,Lxy2.4_11.0_pt0_Inf_2isomu,54.1415,75.402075,29.213625,97.7151,19.459475,55.915475,68.5682025,0.386080975
0.292,Lxy2.4_11.0_pt0_Inf_012isomu,107.25,156.73515,49.2492,196.4391,32.2608,120.495375,146.57321249999995,0.8289599175
0.292,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.9542,0.049959199999999995
0.292,Lxy3.1_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9228736,0.076995648
0.292,Lxy3.1_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9001408,0.34993344
0.292,Lxy7.0_11.0_pt0_Inf_2isomu,15.14,22.231576,9.934868,30.507100000000005,7.392861999999999,12.499584,17.015846,0.165882924
0.292,Lxy7.0_11.0_pt0_Inf_012isomu,20.145,29.258598,12.7336545,39.4781565,9.363396,18.920184,24.4632822,0.19872982065
0.292,Lxy7.0_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9265023999999995,0.08068512
0.292,Lxy7.0_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9767104,0.029388288
0.294,Lxy3.1_11.0_pt0_Inf_012isomu,73.53,102.61846800000001,36.478233,131.08928400000002,24.125193,96.272829,111.4758918,0.6986938248000001
0.294,Lxy0.2_11.0_pt0_Inf_2isomu,73.7114,104.266,36.0158,133.533,24.4718,55.0042,81.03739999999998,1.0615818000000001
0.294,Lxy0.2_11.0_pt0_Inf_012isomu,198.0,279.2988,112.9194,336.3426,74.25,234.43200000000002,259.73442,6.1875
0.294,Lxy2.4_11.0_pt25_Inf_012isomu,1.918875,3.70875,1.0018125,5.8310625,0.569625,1.9216875,2.88811875,0.0838183125
0.294,Lxy3.1_11.0_pt0_Inf_2isomu,40.72,57.276752,23.662392,75.409368,15.905232,44.470312,53.1074312,0.3015556248
0.294,Lxy0.2_11.0_pt25_Inf_2isomu,1.6288,3.2576,0.8144,4.886399999999999,0.8144,2.036,39.76560464,39.76560464
0.294,Lxy0.2_11.0_pt25_Inf_012isomu,1.8324,3.0540000000000003,0.6108,4.8864,0.6108,1.8324,59.64840696,59.64840696
0.294,Lxy1.0_11.0_pt0_Inf_2isomu,69.639,97.80735,34.59015,125.4058,23.3937,58.658,78.74489,0.7914868500000001
0.294,Lxy1.0_11.0_pt0_Inf_012isomu,175.5,245.1033,101.03535,296.96355,67.1814,159.93315,205.07877,4.55666445
0.294,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,3.02276,0.0531504
0.294,Lxy1.0_11.0_pt25_Inf_012isomu,1.924875,3.7125,0.9999,5.848875,0.56385,1.922175,2.9439,0.064089
0.294,Lxy2.4_11.0_pt0_Inf_2isomu,56.25,78.33375000000002,30.189375,101.334375,19.996875,46.929375,63.297,0.492157125
0.294,Lxy2.4_11.0_pt0_Inf_012isomu,109.875,163.9664625,50.4546,205.1695875,33.0504,131.6192625,157.63656375,0.91927248375
0.294,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.75962,0.0299878
0.294,Lxy3.1_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9598912,0.06764947199999999
0.294,Lxy3.1_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9862336000000003,0.08791411199999999
0.294,Lxy7.0_11.0_pt0_Inf_2isomu,15.360659999999998,22.461516,10.038084,30.819432,7.439648999999998,12.536873999999996,14.38700571,0.249524877
0.294,Lxy7.0_11.0_pt0_Inf_012isomu,20.07,29.069388,12.686247,39.244878,9.328536,18.685170000000006,20.9506716,0.232609293
0.294,Lxy7.0_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9085888,0.042259392
0.294,Lxy7.0_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.8249344,0.030128448
0.29600000000000004,Lxy3.1_11.0_pt0_Inf_012isomu,76.75500000000002,107.19603300000004,37.855566000000024,136.40898600000003,24.88397100000001,109.19933850000004,122.50021245000003,0.9116268105000004
0.29600000000000004,Lxy0.2_11.0_pt0_Inf_2isomu,79.30810000000002,112.0299,38.27550000000001,142.67400000000004,25.714500000000005,59.54230000000001,88.72095000000004,1.3350052
0.29600000000000004,Lxy0.2_11.0_pt0_Inf_012isomu,195.0,297.219,112.2615,359.30699999999996,74.646,178.69799999999998,231.7146,5.008848
0.29600000000000004,Lxy2.4_11.0_pt25_Inf_012isomu,1.918875,3.70875,1.0018125,5.8310625,0.569625,1.9216875,3.0048,0.086092125
0.29600000000000004,Lxy3.1_11.0_pt0_Inf_2isomu,43.36,60.643296,24.962352,79.556928,16.598208,53.675343999999996,62.8906448,0.559023136
0.29600000000000004,Lxy0.2_11.0_pt25_Inf_2isomu,1.7344000000000002,3.4688000000000003,0.8672000000000001,5.2032,0.8672000000000001,2.168,42.34372832,42.34372832
0.29600000000000004,Lxy0.2_11.0_pt25_Inf_012isomu,1.9512,3.252,0.6504,5.2032,0.6504,1.9512,63.51559248,63.51559248
0.29600000000000004,Lxy1.0_11.0_pt0_Inf_2isomu,74.2886,103.9034,36.4672,132.6154,24.3756,58.201,81.82401999999999,0.71740632
0.29600000000000004,Lxy1.0_11.0_pt0_Inf_012isomu,90.5685,143.285175,60.20355,222.382875,43.16070000000001,57.66255,62.8852125,0.981887775
0.29600000000000004,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,3.08392,0.0744188
0.29600000000000004,Lxy1.0_11.0_pt25_Inf_012isomu,1.924875,3.7125,0.9999,5.848875,0.56385,1.922175,2.9016900000000003,0.030494475
0.29600000000000004,Lxy2.4_11.0_pt0_Inf_2isomu,59.25,82.27455,30.2412,106.0812,20.601225,56.826675,74.0625,1.1572236
0.29600000000000004,Lxy2.4_11.0_pt0_Inf_012isomu,113.625,171.02835000000005,52.1766,213.455925,34.1784,162.93824999999995,187.83916875,0.7573265325
0.29600000000000004,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.85628,0.026874400000000003
0.29600000000000004,Lxy3.1_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.922816,0.032488128
0.29600000000000004,Lxy3.1_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9315904,0.055359552
0.29600000000000004,Lxy7.0_11.0_pt0_Inf_2isomu,14.97,21.444525,10.65864,29.791797000000006,7.893681,13.228989000000002,15.081376800000001,0.13896950400000002
0.29600000000000004,Lxy7.0_11.0_pt0_Inf_012isomu,18.825,26.7409125,13.339395000000001,36.750165,9.706169999999998,18.5238,21.03223125,0.248282925
0.29600000000000004,Lxy7.0_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9022144,0.042340224
0.29600000000000004,Lxy7.0_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9651904,0.056784768
0.298,Lxy3.1_11.0_pt0_Inf_012isomu,93.9,118.04169000000002,77.1858,146.58729,64.19004,103.41207,118.10835900000002,0.45176135100000003
0.298,Lxy0.2_11.0_pt0_Inf_2isomu,84.6685,119.765,40.358000000000004,152.1755,26.792,66.14699999999999,96.07295,1.0622535
0.298,Lxy0.2_11.0_pt0_Inf_012isomu,220.5,331.4556,124.6707,397.36305,82.6875,217.74375,288.03474,2.799468
0.298,Lxy2.4_11.0_pt25_Inf_012isomu,1.918875,3.70875,1.0018125,5.8310625,0.569625,1.9216875,2.88088125,0.0476836875
0.298,Lxy3.1_11.0_pt0_Inf_2isomu,53.52,66.691272,44.48582400000001,84.797088,38.887632,53.02226400000001,57.1936128,0.3969958392
0.298,Lxy0.2_11.0_pt25_Inf_2isomu,1.6056,2.676,0.5352,4.2816,0.5352,2.1408,52.26559824,52.26559824
0.298,Lxy0.2_11.0_pt25_Inf_012isomu,2.4084,4.013999999999999,0.8028000000000001,6.4224000000000006,0.8028000000000001,1.6056,78.39839735999998,78.39839735999998
0.298,Lxy1.0_11.0_pt0_Inf_2isomu,78.5,109.9471,38.30015,139.9969,25.4497,59.62860000000001,87.64367999999997,0.7414215099999999
0.298,Lxy1.0_11.0_pt0_Inf_012isomu,192.74535,280.71045000000004,110.9529,338.87655,73.78155,156.75435000000004,208.703295,33.1711245
0.298,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.92686,0.0631334
0.298,Lxy1.0_11.0_pt25_Inf_012isomu,1.924875,3.7125,0.9999,5.848875,0.56385,1.922175,2.9222325000000002,0.033383925
0.298,Lxy2.4_11.0_pt0_Inf_2isomu,61.25,85.05175,32.444125,109.564,21.174125,60.8335,75.56045,0.950128375
0.298,Lxy2.4_11.0_pt0_Inf_012isomu,117.0,179.4897,53.7264,223.7391,35.1936,173.8854,196.40673,5.330309400000001
0.298,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.8959200000000003,0.0350652
0.298,Lxy3.1_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.764992,0.081669888
0.298,Lxy3.1_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,3.0474816000000002,0.10953273599999999
0.298,Lxy7.0_11.0_pt0_Inf_2isomu,16.5,24.0966,10.71675,32.88285,7.9926,17.32665,22.44363,0.24473295
0.298,Lxy7.0_11.0_pt0_Inf_012isomu,19.08,27.103140000000003,13.592592000000002,37.247976,9.837647999999998,22.565916,24.3912996,0.20930187600000003
0.298,Lxy7.0_11.0_pt25_Inf_2isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9643456,0.0513216
0.298,Lxy7.0_11.0_pt25_Inf_012isomu,1.92,3.710784,1.002432,5.834304,0.570048,1.921536,2.9026368,0.059161152
0.3,Lxy0.2_11.0_pt0_Inf_2isomu,90.0,128.295,42.147,162.369,28.125,103.12200000000001,125.1693,3.5759339999999997
0.3,Lxy0.2_11.0_pt0_Inf_012isomu,231.9009,359.4591000000001,131.1156,430.0296,86.9715,182.0511,195.329904,3.717714
0.3,Lxy3.1_11.0_pt0_Inf_012isomu,101.955,124.303536,84.34737150000002,152.68780800000002,69.2988135,107.0221635,104.8627566,2.6309793615
0.3,Lxy0.2_11.0_pt25_Inf_2isomu,2.0391,3.3985,0.6797000000000001,5.4376000000000015,0.6797000000000001,1.3594000000000002,66.37691914,66.37691914
0.3,Lxy0.2_11.0_pt25_Inf_012isomu,3.05865,5.09775,1.01955,8.1564,1.01955,2.0391,99.56537871,99.56537871
0.3,Lxy1.0_11.0_pt0_Inf_2isomu,83.0,116.0838,40.006,147.3665,26.2612,79.597,103.15738,0.48531179
0.3,Lxy1.0_11.0_pt0_Inf_012isomu,201.75,299.457525,115.60275,361.09215,76.44307500000002,160.088625,166.99109775,2.55556725
0.3,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.7144,0.9982,5.84,0.563,1.9216,2.9624,0.047942
