mass,bin,nevt_ASYM,nevtup_ASYM,nevtdown_ASYM,nevtupup_ASYM,nevtdowndown_ASYM,nevtobs_ASYM,nevtobs_TOY,nevtobserr_TOY
6.3,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9361452580000003,0.03798399264
6.3,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9944667025,0.041454074025
6.36,Lxy0.2_11.0_pt0_Inf_2isomu,30.8907,44.06558355,20.93462739,59.6499417,14.96345508,41.1464124,44.705329946999996,0.28136608750799996
6.36,Lxy0.2_11.0_pt0_Inf_012isomu,92.25,186.1974,53.661825,255.283425,38.5605,124.722,202.771035,1.1009483999999998
6.36,Lxy0.2_11.0_pt25_Inf_2isomu,8.3436,12.40109268,5.744568599999999,17.82276396,4.2368800800000015,12.78573264,13.48659504,0.14415821772
6.36,Lxy0.2_11.0_pt25_Inf_012isomu,65.25,117.6588,38.13862500000001,153.226575,27.528975,83.787525,95.09013,6.81347025
6.36,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9415580739999996,0.058457394450000005
6.36,Lxy1.0_11.0_pt0_Inf_2isomu,3.0117000000000003,5.1006151200000005,1.82177733,8.25476853,1.17637002,3.01410936,3.427164015,0.06823397871
6.36,Lxy1.0_11.0_pt0_Inf_012isomu,6.0115500000000015,9.222318855000003,4.0499812350000015,13.663050840000004,2.9119948200000008,7.322669055000001,7.5964951575000015,0.13533081129000002
6.36,Lxy1.0_11.0_pt25_Inf_2isomu,3.0117000000000003,5.1006151200000005,1.82177733,8.25476853,1.17637002,3.01410936,3.4413491220000005,0.06934288665
6.36,Lxy1.0_11.0_pt25_Inf_012isomu,5.4490500000000015,8.446572405000003,3.6356061600000014,12.666861630000005,2.618268525000001,6.661463625000001,6.847494192000003,0.04815134768250001
6.36,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9339928420000003,0.02245930788
6.36,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.966193594,0.07157888828999999
6.36,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.918752968,0.05569876068
6.36,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.871246072,0.03890069124
6.36,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9568205485,0.04507453313999999
6.36,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.921136,0.03779354226
6.36,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.947986405,0.050610981330000006
6.36,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9637615239999997,0.02441377848
6.36,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9609970389999996,0.05577443235
6.36,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.924268534,0.052314663059999995
6.36,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9224462995,0.04701996936
6.42,Lxy0.2_11.0_pt0_Inf_2isomu,31.3125,49.41112500000001,20.7351375,67.39389374999999,14.80141875,45.65049375,59.73610875,0.197346405
6.42,Lxy0.2_11.0_pt0_Inf_012isomu,91.125,183.9267,53.2625625,252.1702125,38.4456375,183.9722625,211.14938250000003,0.7054533000000001
6.42,Lxy0.2_11.0_pt25_Inf_2isomu,10.283325,14.505075,7.555275,20.1045,6.0255,9.913799999999998,10.888214999999999,0.174254925
6.42,Lxy0.2_11.0_pt25_Inf_012isomu,65.25,117.7893,38.13862500000001,153.45495,27.528975,84.335625,114.277545,2.6302209750000003
6.42,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.907915192,0.035043449805
6.42,Lxy1.0_11.0_pt0_Inf_2isomu,2.7891,4.82346954,1.6737389099999995,7.931084759999999,1.08942246,2.46723786,3.134167452,0.05063527377
6.42,Lxy1.0_11.0_pt0_Inf_012isomu,5.94690282,9.12324438,3.92866416,13.49856306,2.71783944,6.4913000400000005,6.962538329999999,0.09471089916000001
6.42,Lxy1.0_11.0_pt25_Inf_2isomu,2.7891,4.82346954,1.6737389099999995,7.931084759999999,1.08942246,2.46723786,3.213517347,0.041195007
6.42,Lxy1.0_11.0_pt25_Inf_012isomu,5.3964,8.36495964,3.56486184,12.52882188,2.4661548,5.29332876,5.7227203079999995,0.05967285156
6.42,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.860868352,0.07367431697999999
6.42,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9064717045,0.06281999860500001
6.42,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.829197088,0.04225980546
6.42,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,3.027815118,0.11104275707999998
6.42,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.908415601,0.06346456388999999
6.42,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.91585105,0.02963300292
6.42,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.944368063,0.064254632715
6.42,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.929342086,0.0289653696
6.42,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.88235584,0.036110668230000004
6.42,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.892078384,0.04264935432
6.42,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9406534885,0.033980658075
6.48,Lxy0.2_11.0_pt0_Inf_2isomu,30.2814,47.90517480000001,20.12804658,65.3321205,14.432115240000002,33.84552078,38.048881914,0.39312827549999996
6.48,Lxy0.2_11.0_pt0_Inf_012isomu,89.4375,180.52065,52.02579375,243.56514375,37.384875,71.52316875,75.4238064375,1.68874993125
6.48,Lxy0.2_11.0_pt25_Inf_2isomu,8.100437399999999,12.298502699999998,5.39328834,17.790614820000005,3.41759088,6.6927821399999985,7.7291712432,0.12858296615999998
6.48,Lxy0.2_11.0_pt25_Inf_012isomu,64.6875,115.22784375,37.62871875,150.23671875,27.039375,43.8451875,90.599371875,0.99076021875
6.48,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.981205864,0.0510532659
6.48,Lxy1.0_11.0_pt0_Inf_2isomu,2.4141,4.37724612,1.3683118799999998,7.335242849999998,0.8393825699999999,2.18572614,3.16391946,0.0245417406
6.48,Lxy1.0_11.0_pt0_Inf_012isomu,5.9589,9.15346629,3.98531232,13.54934682,2.84001174,5.35943466,5.8293237195000005,0.045991862802
6.48,Lxy1.0_11.0_pt25_Inf_2isomu,2.4141,4.37724612,1.3683118799999998,7.335242849999998,0.8393825699999999,2.18572614,3.150786756,0.05000928855
6.48,Lxy1.0_11.0_pt25_Inf_012isomu,5.67765,8.766859365,3.778476075,13.048942995,2.63897172,4.3184205900000014,4.7223569992500005,0.0565806778515
6.48,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.834885616,0.033103965900000004
6.48,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9809941525,0.045300679515000004
6.48,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9823837660000003,0.061010231520000006
6.48,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9230385819999998,0.06854464842
6.48,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9979503189999996,0.060385701285
6.48,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,3.057833634,0.04650064152
6.48,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8782563355,0.05050127628000001
6.48,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.938585944,0.03612003882
6.48,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.994909372,0.04594178043
6.48,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.93016846,0.058992341520000005
6.48,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9868065955,0.045985085055
6.54,Lxy0.2_11.0_pt0_Inf_2isomu,29.25,41.549625000000006,19.89585,56.315025,14.282775,26.667225,30.241867499999998,0.349908975
6.54,Lxy0.2_11.0_pt0_Inf_012isomu,87.75,177.11460000000002,51.289875,237.57435,37.021725,71.76195,71.91015975,0.8281064025
6.54,Lxy0.2_11.0_pt25_Inf_2isomu,7.718367779999999,11.74806312,5.21167368,17.05958268,3.49741836,5.01901332,6.0855149778,0.0965622162
6.54,Lxy0.2_11.0_pt25_Inf_012isomu,63.0,112.4739,36.9621,146.9223,26.5797,44.5662,80.52849,1.8804933000000001
6.54,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.912149422,0.046487996100000005
6.54,Lxy1.0_11.0_pt0_Inf_2isomu,2.0274,3.88612032,1.0637767800000002,6.16066038,0.60984192,1.98340542,3.051683028,0.07341681702000001
6.54,Lxy1.0_11.0_pt0_Inf_012isomu,5.653835099999999,8.729589104999999,3.690791955,12.977300745,2.47369392,4.9631869800000015,5.829431256,0.182169162495
6.54,Lxy1.0_11.0_pt25_Inf_2isomu,2.0274,3.88612032,1.0637767800000002,6.16066038,0.60984192,1.98340542,3.000592548,0.051435948960000005
6.54,Lxy1.0_11.0_pt25_Inf_012isomu,5.3613,8.33199633,3.4725140100000003,12.45751668,2.26193247,4.09817772,5.473136717999999,0.15629208147
6.54,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.915889486,0.03660029664
6.54,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9213107560000005,0.07230525119999999
6.54,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.830369386,0.02438226096
6.54,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.971122018,0.04425597912
6.54,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.902641651,0.017921493954
6.54,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.96120553,0.026107845180000002
6.54,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9525285789999995,0.0513150183
6.54,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.88587097,0.06039756168
6.54,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.0123659475,0.04356021852
6.54,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9298033180000003,0.040489827660000005
6.54,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.854910331,0.035942261355
6.6,Lxy0.2_11.0_pt0_Inf_2isomu,29.625,46.80750000000001,19.8132,63.8803875,14.119275,26.6625,42.55838625,0.36710115
6.6,Lxy0.2_11.0_pt0_Inf_012isomu,86.0625,173.70855000000003,50.49286875,232.3171125,36.30976875,95.31421875,175.974575625,0.675302315625
6.6,Lxy0.2_11.0_pt25_Inf_2isomu,7.04025,10.590075,4.5738,15.3225,2.5299,2.022975,5.92315875,0.170457075
6.6,Lxy0.2_11.0_pt25_Inf_012isomu,61.7907375,108.59056875,36.08240625,141.96909375,25.824825,68.5105875,86.95338749999998,2.28285444375
6.6,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8802579715,0.04613309063999999
6.6,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,3.004292286,0.02749845966
6.6,Lxy1.0_11.0_pt0_Inf_012isomu,5.08005,7.935038099999999,3.29390442,11.95538967,2.222521875,4.802171265,5.594455862999999,0.10366045227
6.6,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.971122018,0.04305869772
6.6,Lxy1.0_11.0_pt25_Inf_012isomu,4.7637,7.507591199999999,3.08878308,11.385243,2.08411875,4.50503109,5.818954824,0.05383886103
6.6,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.925248652,0.0550422738
6.6,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.877428736,0.066805178895
6.6,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.854699374,0.036534378900000004
6.6,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.4216331230000003,0.06466747013999999
6.6,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.885544264,0.07819669673999999
6.6,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.95611276,0.03959753592
6.6,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9935428705000002,0.05021103906
6.6,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.909528328,0.0435527925
6.6,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9274503894999997,0.047465140905
6.6,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9962207260000002,0.07079891982000001
6.6,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9782034100000003,0.042359429385
6.66,Lxy0.2_11.0_pt0_Inf_2isomu,28.2186,45.20337534,19.30716612,61.66046285999999,13.77914238,29.9399346,44.012268234,0.35762560524000003
6.66,Lxy0.2_11.0_pt0_Inf_012isomu,84.375,170.3025,49.3171875,225.230625,35.5978125,126.7396875,180.019125,1.03005
6.66,Lxy0.2_11.0_pt25_Inf_2isomu,6.94444746,10.542771,4.7063481000000005,15.43792428,3.36403974,4.09652115,12.558231843,0.07620149502000001
6.66,Lxy0.2_11.0_pt25_Inf_012isomu,60.46875,106.14684375,35.61609375,139.011609375,25.511765625,92.269265625,114.2962171875,0.613473609375
6.66,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.937836442,0.0626093613
6.66,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.0121734825,0.038802676185
6.66,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8662493920000003,0.06149817654000001
6.66,Lxy1.0_11.0_pt0_Inf_012isomu,5.1327,8.017277400000001,3.39887394,12.07929618,2.42622729,4.3171139699999985,4.7114387802,0.05980365405
6.66,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.87424408,0.01971209478
6.66,Lxy1.0_11.0_pt25_Inf_012isomu,4.41225,7.023860775000001,2.8070734500000003,10.757506725,1.8443205000000003,5.776958925,6.7210480575,0.050333183100000005
6.66,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8864475099999995,0.037755106260000004
6.66,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.742202827,0.16819092927
6.66,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.88702405,0.03206350338
6.66,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8911899835000003,0.04924948392
6.66,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8332713039999997,0.05221203894
6.66,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8750806630000003,0.033128615519999995
6.66,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.927554812,0.039583698960000004
6.66,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.904335343,0.03450627999
6.66,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.856525084,0.04267183938
6.66,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.6352885195,0.061872878339999986
6.72,Lxy0.2_11.0_pt0_Inf_2isomu,26.8125,42.57556875,18.4094625,58.17508125000001,13.1971125,31.9176,33.878934375,0.460906875
6.72,Lxy0.2_11.0_pt0_Inf_012isomu,96.1875,170.37691875000004,68.02380000000001,218.20134375,52.2298125,127.929375,145.459546875,3.9190827375
6.72,Lxy0.2_11.0_pt25_Inf_2isomu,6.011699999999999,9.222548969999998,4.065111539999998,13.663391759999998,2.9355131099999987,4.504566809999998,4.824707870099998,0.12410252894999994
6.72,Lxy0.2_11.0_pt25_Inf_012isomu,51.8904,80.53908984,34.49154888,110.41239312,24.73096464,82.83783456,87.523018776,1.0578117492
6.72,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.905434894,0.0364930602
6.72,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.7245922795,0.06911418150000001
6.72,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.83676898,0.036808043219999996
6.72,Lxy1.0_11.0_pt0_Inf_012isomu,4.7988,7.5629088000000015,3.15377136,11.47585032,2.23048224,4.36066956,4.6873622664,0.09228908196
6.72,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.92555614,0.03363034692
6.72,Lxy1.0_11.0_pt25_Inf_012isomu,4.02525,6.496350975,2.55442365,10.086068925,1.729649925,4.7852172,5.7751469325,0.07138378349999999
6.72,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.974062372,0.04192099212
6.72,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9387673315,0.048313141695
6.72,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8601765039999996,0.0314646705
6.72,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.947678461,0.06925217890499999
6.72,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.926786092,0.03996901986
6.72,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.7219555090000003,0.075626619705
6.72,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,3.248380104,0.406047513
6.72,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9531252205,0.0362142144
6.72,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9426793780000002,0.03216728058
6.72,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.015387648,0.03298580649
6.78,Lxy0.2_11.0_pt0_Inf_2isomu,25.5936,40.437888,17.67494016,55.29753216,12.59716992,35.20655616,38.13318432,0.65190482304
6.78,Lxy0.2_11.0_pt0_Inf_012isomu,160.47281249999997,189.24890625,138.78253125,220.910625,121.91765625,160.48884375000003,166.64003437499997,1.13706770625
6.78,Lxy0.2_11.0_pt25_Inf_2isomu,5.81167749,8.89263651,3.89201193,13.23098805,2.8152393300000003,4.99136202,5.4037080348,0.08388926919
6.78,Lxy0.2_11.0_pt25_Inf_012isomu,98.25440625,117.05132812499998,85.700221875,140.02970625,77.906615625,92.158903125,96.8639248125,2.370777721875
6.78,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.716060722,0.05033328726
6.78,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.0025887255000003,0.02488995873
6.78,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.534008608,0.07432484628000001
6.78,Lxy1.0_11.0_pt0_Inf_012isomu,4.7637,7.4980638000000015,3.0678228,11.37381012,2.08411875,6.10801614,7.803702792,0.07546510629
6.78,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.786167986,0.05565552018
6.78,Lxy1.0_11.0_pt25_Inf_012isomu,3.9726,6.41892708,2.4975736200000003,9.93507534,1.55169756,6.3962832600000015,5.9662493099999985,0.046100433960000006
6.78,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.824507896,0.07438153937999999
6.78,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.0072848714999996,0.041402108475000005
6.78,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.97725256,0.055012870260000006
6.78,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.852138835,0.030748785795
6.78,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.89009893,0.02665767216
6.78,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9697926895,0.039998653695
6.78,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9980848719999997,0.02820837258
6.78,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.7471106845,0.068035415175
6.78,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.7711779460000003,0.07339873086
6.78,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9383439085000003,0.04312216818
6.84,Lxy0.2_11.0_pt0_Inf_2isomu,24.6564,38.75986080000001,17.14359492,53.11974816,12.3282,33.65845164,36.925178076,0.28283603004
6.84,Lxy0.2_11.0_pt0_Inf_012isomu,151.0515,179.196525,129.67515,214.065,113.57505,143.137125,151.07863500000005,1.0147088025
6.84,Lxy0.2_11.0_pt25_Inf_2isomu,5.496,8.4973656,3.666931200000001,12.7171944,2.640828,5.900505600000002,6.24087288,0.062467536
6.84,Lxy0.2_11.0_pt25_Inf_012isomu,56.25,96.496875,33.28875,127.00125,23.95125,67.370625,77.80499999999998,0.698450625
6.84,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.999007336,0.056405214360000004
6.84,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.0002021595,0.075797528625
6.84,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,3.060485718,0.09031133957999998
6.84,Lxy1.0_11.0_pt0_Inf_012isomu,4.06935,6.5512465650000005,2.616185115,10.16767791,1.82795202,4.594703085,4.88077839,0.07596418418999999
6.84,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.856544302,0.06110247792
6.84,Lxy1.0_11.0_pt25_Inf_012isomu,3.58241715,5.910149699999999,2.1832083,9.307004849999998,1.34354025,4.1130531,4.394143845,0.0440160201
6.84,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.917253964,0.07545986136
