mass,ctau = 1,ctau = 10,ctau = 100,what
0.61,35.93358319756128,141.90807343183062,1644.177220537805,xsecBRbrUL
0.61,28.47600000000001,24.257763252992483,30.11151277555516,nevtUL
0.61,50.499,42.62958395065832,55.79883177245269,nevtULup
0.61,17.028000000000002,14.708856446873874,17.720770741904555,nevtULdown
0.61,86.31,73.52028246859841,91.28536505740072,nevtULupup
0.61,11.232,10.04390197514455,11.880834954076498,nevtULdowndown
0.61,27.387,22.95577595991819,28.40182433227729,nevtULobs
0.61,0.0007392113916804,0.0029192764850502,0.0338233603000533,BRbrUL
0.61,0.0013109086974459,0.0051302150448384,0.0626771562567878,BRbrULup
0.61,0.0004420315907267,0.0017701227561465,0.0199052109425954,BRbrULdown
0.61,0.0022405301031022,0.0088477255526991,0.1025381160844531,BRbrULupup
0.61,0.0002915726348979,0.0012087234320984,0.0133453860094144,BRbrULdowndown
0.61,0.0007109419294828,0.0027625901142226,0.031902918486025,BRbrULobs
0.615,34.58742741693666,134.6143839512053,1537.8661349449435,xsecBRbrUL
0.615,28.82699999999999,24.140775421868376,29.643867623068928,nevtUL
0.615,51.11999999999998,42.42260534865674,54.92948980889015,nevtULup
0.615,17.234999999999996,14.573864421453536,17.444979671736213,nevtULdown
0.615,87.38099999999996,73.16631934434547,89.86444136265763,nevtULupup
0.615,11.375999999999998,9.899907902592972,11.694975196028109,nevtULdowndown
0.615,28.25099999999999,22.61978957137909,27.76319323273561,nevtULobs
0.615,0.0007115188099932,0.0027692336039432,0.031636370900747,BRbrUL
0.615,0.0012617629849395,0.0048663765867232,0.0586215582622058,BRbrULup
0.615,0.0004254007246759,0.0016717953085567,0.0186175385165177,BRbrULdown
0.615,0.0021567705670384,0.0083930456526124,0.0959046516428595,BRbrULupup
0.615,0.0002807866924231,0.0011356369942851,0.0124810492909048,BRbrULdowndown
0.615,0.0006973017622755,0.0025947584657303,0.029629287570304,BRbrULobs
0.62,32.87033525091234,121.11458666415524,1365.2390087240055,xsecBRbrUL
0.62,28.125000000000004,22.265802076333088,27.06453695616993,nevtUL
0.62,49.87800000000001,39.30565060686017,50.36769417799019,nevtULup
0.62,16.821000000000005,13.601879091093268,15.999361645152431,nevtULdown
0.62,85.24800000000002,67.48440012221947,82.05446890978439,nevtULupup
0.62,11.097000000000005,9.21891805181509,10.783221806209786,nevtULdowndown
0.62,29.772,22.69179828959627,27.81441329874363,nevtULobs
0.62,0.0006761954724147,0.0024915211396699,0.0280851542710556,BRbrUL
0.62,0.0011991920985992,0.0043982632675769,0.0522670852842254,BRbrULup
0.62,0.0004044189881418,0.0015220367619595,0.0166027056280406,BRbrULdown
0.62,0.002049575524708,0.007551437353392,0.0851487842445969,BRbrULupup
0.62,0.0002667996855959,0.001031587774482,0.0111898625295849,BRbrULdowndown
0.62,0.0007157934792793,0.0025391896928676,0.0288633088280504,BRbrULobs
0.625,29.73042902892791,104.95064113831548,1201.7582914820457,xsecBRbrUL
0.625,26.631,20.156828491743028,24.956071414530072,nevtUL
0.625,47.646,36.06269315363044,46.64265751153157,nevtULup
0.625,15.786,12.10489700315272,14.553708954723549,nevtULdown
0.625,80.721,61.09448016585011,75.6630891143655,nevtULupup
0.625,10.296,8.030931667271332,9.652480506244924,nevtULdowndown
0.625,26.136,19.07983765552696,23.624281065004677,nevtULobs
0.625,0.0006116025695768,0.0021590028766982,0.024722093931625,BRbrUL
0.625,0.0010942291325919,0.0038626839679698,0.0462053558457655,BRbrULup
0.625,0.0003625383261364,0.0012965585068428,0.0144172595860871,BRbrULdown
0.625,0.0018538234020055,0.0065438448554784,0.0749537042578415,BRbrULupup
0.625,0.0002364560120296,0.0008601950738087,0.0095619829653809,BRbrULdowndown
0.625,0.0006002344920753,0.0020436461223099,0.0234027898804662,BRbrULobs
0.63,26.233722931071945,87.1016903758348,972.7605563710856,xsecBRbrUL
0.63,23.382,16.640864153054753,20.15396509268257,nevtUL
0.63,42.948,30.833748290084163,38.95213434939363,nevtULup
0.63,13.5,9.608921558001512,11.377286738583866,nevtULdown
0.63,70.875,50.44758817338541,61.10979771293675,nevtULupup
0.63,8.676,6.1739495992404345,7.243909167856585,nevtULdowndown
0.63,27.63,19.02284470786375,23.42947184684381,nevtULobs
0.63,0.0005396697215031,0.0017918213557063,0.0200112435404362,BRbrUL
0.63,0.0009912640150165,0.0033200540641698,0.0386762923970986,BRbrULup
0.63,0.0003115875990202,0.0010346500454889,0.0112967177777756,BRbrULdown
0.63,0.0016358348948564,0.0054319934951429,0.0606770448949707,BRbrULupup
0.63,0.000200246963637,0.0006647860735611,0.0071926109763586,BRbrULdowndown
0.63,0.0006377159526615,0.0020483034462833,0.0232635545906158,BRbrULobs
0.635,25.339220086008897,83.07970203634324,921.4768179452532,xsecBRbrUL
0.635,23.553,16.523870426269198,19.92012511123844,nevtUL
0.635,43.272,30.617759907498822,38.49944372876756,nevtULup
0.635,13.599,9.584924838767268,11.245377057978152,nevtULdown
0.635,71.406,50.09060720904446,60.39928312601975,nevtULupup
0.635,8.738999999999999,6.194951421613273,7.156967100649738,nevtULdowndown
