mass,ctau = 1,ctau = 10,ctau = 100,what
0.61,9.91311372772996,30.86091548907577,338.5524160600147,xsecBRbrUL
0.61,37.26900000000001,25.487749937125283,30.111512822799103,nevtUL
0.61,65.04300000000002,44.79256053568945,55.79883185999918,nevtULup
0.61,22.788000000000004,15.569847242664808,17.72077076970785,nevtULdown
0.61,113.22900000000004,77.44124021621373,91.49532693960194,nevtULupup
0.61,15.723000000000004,10.55389645466181,11.880834972717128,nevtULdowndown
0.61,35.91000000000001,24.038764153270343,28.410822737080693,nevtULobs
0.61,0.000203928635624,0.0006348584877213,0.0069645657449906,BRbrUL
0.61,0.0003559024993129,0.0011157099906035,0.0129058488449108,BRbrULup
0.61,0.0001246914526443,0.0003878196270331,0.0040986805878478,BRbrULdown
0.61,0.000619566811105,0.0019289356170007,0.0211621788510004,BRbrULupup
0.61,8.603316262622883e-05,0.0002628804331219,0.0027479474963549,BRbrULdowndown
0.61,0.0001964924549963,0.0005987666033558,0.0065712089587161,BRbrULobs
0.615,9.556221442606471,29.215252920105623,316.65902821490295,xsecBRbrUL
0.615,37.791,25.313763273342914,29.64386766957874,nevtUL
0.615,65.961,44.48358400297804,54.92948989507189,nevtULup
0.615,23.013,15.404855938447009,17.444979699106547,nevtULdown
0.615,114.831,76.90728078637343,90.07140567133258,nevtULupup
0.615,15.794999999999998,10.48190197642334,11.694975214376962,nevtULdowndown
0.615,35.991,23.59477934876061,27.74819587283952,nevtULobs
0.615,0.0001965867893818,0.0006010045714236,0.0065141836718027,BRbrUL
0.615,0.0003431256440533,0.0010561383959552,0.0120706511769426,BRbrULup
0.615,0.0001197124125862,0.0003657452564897,0.0038335011874132,BRbrULdown
0.615,0.0005973448072692,0.0018259484703742,0.0197930204877633,BRbrULupup
0.615,8.216475717199937e-05,0.0002488634715044,0.0025699486124009,BRbrULdowndown
0.615,0.000187223284291,0.0005601921017121,0.0060976133914648,BRbrULobs
0.62,8.684152840544552,25.580151432994107,275.3623508325112,xsecBRbrUL
0.62,36.03600000000001,23.201792729389464,27.06453699924037,nevtUL
0.62,63.32400000000002,41.05163326984297,50.36769425814525,nevtULup
0.62,22.02300000000001,14.234872834361653,15.999361670613784,nevtULdown
0.62,109.48500000000004,70.49937020179111,82.24043837361994,nevtULupup
0.62,15.066000000000004,9.69891335584641,10.783221823370182,nevtULdowndown
0.62,37.20600000000001,23.582789325799144,27.79941581613209,nevtULobs
0.62,0.0001786469407053,0.0005262247084076,0.0056646448381222,BRbrUL
0.62,0.000313926042658,0.0009310652844389,0.0105420277204643,BRbrULup
0.62,0.0001091780878885,0.0003228518543308,0.0033486884147782,BRbrULdown
0.62,0.0005427672411789,0.0015989501742411,0.0172130369247076,BRbrULupup
0.62,7.468905562955079e-05,0.0002199747197158,0.0022569431666906,BRbrULdowndown
0.62,0.0001844471660529,0.0005348658433918,0.0058184559857827,BRbrULobs
0.625,7.76815924797274,22.135979457247814,242.38723775494023,xsecBRbrUL
0.625,33.74999999999999,20.97582063799118,24.9560714542448,nevtUL
0.625,60.38999999999999,37.69767765117236,46.74164200378566,nevtULup
0.625,20.439,12.596892285315356,14.553708977884106,nevtULdown
0.625,102.54599999999998,63.73445501346146,75.83406232045878,nevtULupup
0.625,13.706999999999995,8.357928532243053,9.65248052160574,nevtULdowndown
0.625,33.020999999999994,19.80283066810352,23.60328440786687,nevtULobs
0.625,0.000159803484582,0.0004553725714142,0.0049862939179016,BRbrUL
0.625,0.0002859417017454,0.0008183941264862,0.0093391127551275,BRbrULup
0.625,9.677699026289052e-05,0.0002734710279417,0.0029078723665455,BRbrULdown
0.625,0.0004855469075541,0.0013836370537322,0.0151518609173544,BRbrULupup
0.625,6.490152187159059e-05,0.0001814456498798,0.0019285930081499,BRbrULdowndown
0.625,0.000156351729315,0.0004299076578812,0.0047160032259576,BRbrULobs
0.63,6.2726754681894406,17.31393235856276,187.2487681835202,xsecBRbrUL
0.63,28.47600000000001,17.108859710704806,20.153965125744016,nevtUL
0.63,52.542,31.83873892858321,38.95213441329242,nevtULup
0.63,16.668,9.923918625812991,11.377286757247663,nevtULdown
0.63,86.52600000000001,51.98657372028819,61.23877839071138,nevtULupup
0.63,10.899,6.416947382289598,7.243909179739813,nevtULdowndown
0.63,34.56,19.6648387521778,23.40547549876181,nevtULobs
0.63,0.0001290389866467,0.0003561753350304,0.0038520072367507,BRbrUL
0.63,0.0002380940594322,0.000662824624001,0.0074448825683056,BRbrULup
0.63,7.553103769588853e-05,0.0002065979323655,0.0021745294610798,BRbrULdown
0.63,0.0003920925466567,0.001082265891766,0.0117045065851322,BRbrULupup
0.63,4.938881568559448e-05,0.0001335891708977,0.0013845211306374,BRbrULdowndown
0.63,0.0001566086310757,0.0004093861688802,0.0044734651686807,BRbrULobs
0.635,6.05231051954665,16.575779386991304,177.37594011718528,xsecBRbrUL
0.635,28.655999999999985,17.051865692620545,19.92012514391608,nevtUL
0.635,52.86599999999997,31.661750619267632,38.49944379192334,nevtULup
0.635,16.76699999999999,9.890922095103788,11.245377076425449,nevtULdown
0.635,87.05699999999996,51.80959192673414,60.52826461061325,nevtULupup
0.635,10.970999999999991,6.392949646547217,7.156967112390268,nevtULdowndown
0.635,25.61399999999999,15.446878334149046,17.880419512555907,nevtULobs
0.635,0.0001245057265076,0.0003409903454793,0.0036489073417413,BRbrUL
0.635,0.0002296942956991,0.0006331478019332,0.007052209867678,BRbrULup
0.635,7.28499272876253e-05,0.0001977911979319,0.0020598936341195,BRbrULdown
0.635,0.0003782487099587,0.0010360491320245,0.0110873816065349,BRbrULupup
0.635,4.766723637338446e-05,0.0001278413839226,0.0013109912539368,BRbrULdowndown
0.635,0.0001112887241334,0.0003088950191542,0.0032752803288842,BRbrULobs
0.64,5.955269430533778,16.27519286168691,172.77915849153968,xsecBRbrUL
0.64,29.358,17.4028681290418,20.21119964932817,nevtUL
0.64,53.81100000000001,32.10875669455859,38.74263203780389,nevtULup
0.64,17.334,10.139923164309824,11.518404074416766,nevtULdown
0.64,89.199,52.87759931778846,61.41649047491752,nevtULupup
0.64,11.348999999999998,6.593950034068932,7.420971791694553,nevtULdowndown
0.64,23.949,14.216892270906587,16.350734533761926,nevtULobs
0.64,0.0001225094357936,0.0003348067989493,0.0035543441771367,BRbrUL
0.64,0.0002245505569007,0.0006177274899422,0.0068132842671264,BRbrULup
0.64,7.233389740605333e-05,0.00019507791423,0.0020256280261509,BRbrULdown
