mass,ctau = 0.1,ctau = 0.2,ctau = 0.5,ctau = 0.8,ctau = 1,ctau = 2,ctau = 5,ctau = 8,ctau = 10,ctau = 20,ctau = 50,ctau = 80,ctau = 100,ctau = 200,ctau = 500,ctau = 800,ctau = 1000,what
0.62,0.0049395663226438685,0.002074507896281628,0.000850968323345103,0.000711397312203909,0.000685715155035801,0.0007888617478652666,0.0005834842671973039,0.0020852912415229513,0.002578559315388404,0.006081451581437911,0.0148815501578365,0.023730363947746882,0.029707939363799743,0.0907912116937628,0.2254982664342721,0.35974775990085234,0.4500349880985168,BRbrUL
0.62,0.009939913949191944,0.003959614879274448,0.0015089737740456631,0.0012503022038282555,0.001216216246929121,0.0013864842841268322,0.0010485966891256669,0.003664765539224092,0.004531227876163699,0.01122135862869381,0.027575067998406585,0.04397096849141334,0.05528467379600265,0.18270599753690744,0.4537871556410497,0.7239475287107388,0.9056393222770308,BRbrULup
0.62,0.002471953922175657,0.0011054014404424596,0.0005022377643698217,0.00042533845323034923,0.00041174220496441934,0.0004814265595909625,0.0003507122067705606,0.0012738883613160714,0.0015752678407104069,0.0036078000112348494,0.008827017279924463,0.01407536292979104,0.017559232193659274,0.04740840868020256,0.1177483345838813,0.18881605784485728,0.2362039234613671,BRbrULdown
0.62,0.014979877961320448,0.0062898293570302685,0.00257900324993505,0.0021562623953939567,0.0020786159983374867,0.002391397926114002,0.001768584156447111,0.006320446100375893,0.007815167108816242,0.018436958651163512,0.04511188654125909,0.07193815885641046,0.09006155649630929,0.2753462912593672,0.6838779898380732,1.0910220232733154,1.3648398627814862,BRbrULupup
0.62,0.0013507559412283664,0.0006320526425634612,0.00032571475307944663,0.00027791635961700904,0.0002733019959079415,0.0003204467169118977,0.00023700270989295645,0.0008635139203318591,0.00106757401490883,0.0023991601637210914,0.005870568851237109,0.009362895230799476,0.011836127701837128,0.029437642713804,0.0731143166396392,0.11664263341668965,0.14591686729592673,BRbrULdowndown
0.62,0.006013550255022711,0.002286317669651608,0.0009113848138216689,0.0007544668482740856,0.0007266433590056481,0.0008097407124232658,0.0006176748220671078,0.0021209759755215787,0.002618303896713918,0.006218354706864233,0.015210406205520884,0.02421117524342018,0.03037176792535119,0.10800436766229246,0.26826655372489644,0.4284358973545192,0.535357370044074,BRbrULobs
0.62,0.140204,0.06573369999999999,-0.00506925,0.19054200000000002,0.23581799999999997,0.278331,0.428071,0.340121,0.355535,0.38668,0.39511399999999997,0.397302,0.401829,0.5161479999999999,0.516033,0.516,0.5156970000000001,Significance
0.62,0.0,0.0,0.0,0.19053900000000001,0.235817,0.278332,0.428071,0.340123,0.355537,0.386679,0.395115,0.397303,0.401767,0.516147,0.516033,0.516,0.5156970000000001,posSignificance
0.625,222.31809903491023,94.53310267260059,38.409738227658906,31.419641154506806,30.221506063833655,33.61030845342004,26.372049488534586,87.74254810285233,108.33126261975626,260.9631344359504,639.1417671955502,1014.89964275002,1276.8990795496752,4171.522672922786,10362.099024009836,16532.921688550563,20694.469335090682,xsecBRbrUL
0.625,80.15336419662509,59.768847148155785,36.036,28.305000000000003,26.10000000000001,21.44693134420612,19.2179676834186,19.922820768061328,20.156778708014997,25.0761470297474,25.311910794938694,25.310682353242623,25.543825750874483,41.6828130781801,41.639573292017005,41.59638702077311,41.56676974909479,nevtUL
0.625,159.38873567507642,113.12971068398106,63.9,50.63400000000001,46.70100000000002,38.02487827497728,34.84794140034194,35.645679320298854,36.06260408528773,46.86740579563865,47.30309567733919,47.50477321975627,47.73719901657671,83.88718587702775,83.80016526322363,83.71325234886784,83.6536472168968,nevtULup
0.625,40.544678386009004,32.00391815371811,21.078000000000003,16.839000000000002,15.471000000000007,12.770959117678759,11.450980744241145,11.963892369075225,12.104867106242075,14.744498462879346,14.758781833503006,14.881049437596186,14.895565838285892,21.878531041107177,21.855835283937296,21.833167615750245,21.817622062321504,nevtULdown
0.625,243.07907181525349,181.2055365880091,109.22399999999999,85.77900000000002,79.11900000000004,64.99779192944044,58.25690203626378,60.38345677150104,61.09432927351175,76.0264139460328,76.73366652459488,76.72994247403959,77.43834539811255,126.41828286870741,126.28714249898006,126.15616443269852,126.06633929009584,nevtULupup
0.625,22.544821166915106,18.44095283941744,13.509,10.835999999999999,10.098000000000004,8.378973177279018,7.655987125832697,7.937928587906983,8.03091183231971,9.698670097759699,9.788192098113882,9.787717056012166,9.877385885113863,13.515590692471886,13.501570255551893,13.487567170765564,13.477963814085172,nevtULdowndown
0.625,93.37425932404959,64.99783377563334,36.297,27.972000000000005,25.55100000000001,20.546934225271748,18.473968934513227,18.872830214105374,19.073790597642407,23.73519264258421,23.881028897666134,23.92486400206958,24.065067402450204,39.656523588689964,39.61538577976304,39.613185194599325,39.534164871388434,nevtULobs
0.625,0.004573439572664255,0.0019446974158487864,0.0007901498688078738,0.0006463523700441839,0.0006217048111595527,0.0006914179070332259,0.000542515320465136,0.0018050048261566347,0.0022285476781810643,0.005368429881403691,0.01314817040683533,0.02087811207717684,0.02626786035892664,0.08581490644904899,0.2131649826891988,0.3401086939408517,0.4257183981117467,BRbrUL
0.625,0.009094499756555574,0.003680898436563657,0.0014011149022317446,0.0011562411554431092,0.0011124228500368682,0.0012258668305561813,0.000983743047537156,0.003229493652220017,0.00398710695630519,0.010033614073115187,0.024571403074826536,0.03918543031124076,0.049090300330239235,0.17270357916604953,0.42899721023586346,0.6844730266524289,0.8567636336513262,BRbrULup
0.625,0.002313423004137937,0.0010413106476070298,0.00046217057760940066,0.00038452314287843186,0.0003685208863390589,0.0004117171674696382,0.00032325647490094036,0.0010839270059799216,0.0013383226494211337,0.003156577684782765,0.007666389950418325,0.012274983884199366,0.015317777658810438,0.045042643619416685,0.11188632307266372,0.17851670912370754,0.22345164589512725,BRbrULdown
0.625,0.013869754033021429,0.005895879802845875,0.0023949197821809087,0.0019587867850210227,0.0018846231016909055,0.0020954343787637254,0.0016445683746663252,0.0054707328927692716,0.006754632157487331,0.016276123756958215,0.039858994904817216,0.06329249904410801,0.07963331973771831,0.2602648985681462,0.6465002980668028,1.0315032480192308,1.291145796085353,BRbrULupup
0.625,0.0012863761654529485,0.0006000128000412836,0.00029620753073941524,0.00024744300589290847,0.0002405354476279372,0.00027012592171545675,0.0002161253665043752,0.0007191752401762468,0.0008879032794300801,0.0020763409267350315,0.005084437074840445,0.008073628787369993,0.010157358403234548,0.027825356909158768,0.06911843139260733,0.11027974262759244,0.13803856300056566,BRbrULdowndown
0.625,0.00532780547567838,0.002114832816934186,0.0007958727324930457,0.0006387482245142522,0.0006086275720282653,0.0006624033074934348,0.000521512541902015,0.0017098758261333215,0.0021088117484559022,0.0050813515039677,0.012404904551886236,0.019734987192173783,0.024747186902262616,0.08164326278735208,0.20280258312800947,0.32389324276274273,0.4049008725317102,BRbrULobs
0.625,0.00274949,-0.012392,-0.0176069,-0.0246104,-0.0270772,-0.0142696,-0.015790600000000002,-0.0107336,-0.0168149,-0.0183206,-0.018972700000000002,-0.00270577,-0.0117685,-0.400742,-0.40089400000000003,-0.40096,-0.40137399999999995,Significance
0.625,0.0,0.0,0.00241043,0.000912831,0.0021885999999999997,0.00190732,0.0,0.0,0.0006588680000000001,0.0,0.0,0.00314273,0.0,0.0,0.0,0.0,0.0,posSignificance
0.63,249.37520526856082,100.95692235020823,35.937373731773285,28.129108592135502,26.65662705016035,28.710313286132518,22.491934151322614,73.29428589053501,90.05268996563126,213.0109354367383,519.7547840460135,825.3163464135154,1034.6634570420315,3284.3582833214464,8159.365756913092,13019.589295407957,16297.74353783875,xsecBRbrUL
0.63,90.35022211249084,63.62983878798856,33.398999999999994,25.137,22.851000000000006,18.188944028602226,15.935973695226231,16.523857111025578,16.640824437430652,20.390335523816308,20.50637854745365,20.505425170514428,20.621771942312414,32.54917392267213,32.51667575794839,32.48421377437762,32.46164279926316,nevtUL
0.63,181.82543453916256,120.44669483729149,60.291000000000004,45.773999999999994,41.79600000000001,33.42589714113244,29.786950832059716,30.617735235135626,30.83367470126416,39.24472110086288,39.63286620376793,39.63102360339917,39.85776081010144,65.50599934672408,65.44059600462325,65.37526547796746,65.3298408449302,nevtULup
0.63,45.458608615418996,34.23591326018507,19.368,14.643,13.311,10.556967513879467,9.125984936159297,9.542917478244801,9.653898150288775,11.510624894053723,11.576084671536515,11.575546479376127,11.641177732089384,16.45892936821003,16.442496232332125,16.426081391942862,16.414668073556864,nevtULdown
0.63,274.02064076691,192.92351121065383,101.241,76.19399999999997,69.27300000000001,55.151830285638006,48.317920243846686,50.09056684509697,50.447467773541355,61.82498525972198,62.17908345986238,62.17619264693142,62.5282120595556,98.72060439664855,98.62203850152224,98.52358234267678,98.45512529641144,nevtULupup
0.63,25.05578427743545,19.88094962979727,12.266999999999998,9.323999999999998,8.478,6.8219790072639706,5.912990239700847,6.131946974389304,6.239934167992746,7.328761171793915,7.370417216368287,7.370074552948211,7.411839777375125,9.918520721072117,9.908617744087962,9.898725792376421,9.891847870223943,nevtULdowndown
0.63,97.87415733373224,78.20980184831973,40.554,29.906999999999996,26.955,21.032935277013053,18.6089692830362,18.87583677243517,19.01679937062789,23.648229356222444,23.713124987949254,23.736019510573534,23.849266721938328,36.53876324867606,36.50827063642201,36.50472978071002,36.431535205324614,nevtULobs
0.63,0.005130047608213023,0.0020768456810991865,0.0007392893690437145,0.0005786608419984798,0.0005483695369570969,0.0005906171539626566,0.000462695129906021,0.0015077809184096307,0.0018525281463881676,0.0043819763022696296,0.010692188840029327,0.016978079855124804,0.021284685409632687,0.06756451323106738,0.16785122939832367,0.2678338163286675,0.33527070249633834,BRbrUL
0.63,0.010323971693269023,0.003931319059427216,0.0013345458052341267,0.0010537304126044642,0.0010030043834693806,0.0010853795694296424,0.0008648531522659794,0.002793829348817845,0.003432537279354171,0.00843386994060487,0.02066489159661607,0.03281369090782752,0.041139039959738055,0.13597521614805658,0.33780465671525595,0.539022029841302,0.6747403934390807,BRbrULup
0.63,0.002581120676270941,0.0011174428530270589,0.0004287121320889447,0.00033708599711118034,0.0003194322745803648,0.00034279758614458013,0.00026496961317283807,0.0008707790670771669,0.0010747134622457405,0.0024736859013989357,0.006035862600010704,0.0095843198011888,0.01201539841087774,0.03416490856909393,0.08487624096382679,0.1354337863026718,0.1695341585235651,BRbrULdown
0.63,0.015558776723504525,0.0062969256039663605,0.0022409771254035963,0.0017540074072177336,0.0016623868948242517,0.0017908470655532704,0.0014028930275350856,0.004570700434764997,0.005616029080523422,0.013286471916062205,0.0324206685599953,0.051480637688271935,0.06453826211624772,0.2049210096017316,0.5090874150689556,0.8123314062790922,1.0168653270758723,BRbrULupup
0.63,0.001422656892246743,0.0006489041173335366,0.00027153096470131576,0.00021464111432525058,0.0002034517935461147,0.0002215179627430449,0.0001716814949255963,0.0005595323524381419,0.0006946563087231633,0.001574984273421319,0.003842994145692226,0.006102273581632775,0.007650102930502162,0.02058854169643632,0.05114833024026642,0.08161544324814078,0.10216509389081717,BRbrULdowndown
0.63,0.00555725348533884,0.002552728284123329,0.0008976658304799185,0.0006884675896745247,0.000646855755488974,0.0006829650117816567,0.0005403045728175919,0.001722396067290014,0.00211703189470968,0.0050821125777242146,0.01236421193394263,0.01965294702949131,0.02461593217338029,0.07584597258372883,0.1884558604682164,0.3009831532055188,0.3762725896788723,BRbrULobs
0.63,0.770026,-0.026714699999999997,-0.00326819,-0.00824032,-0.00332407,-0.00502773,0.00817206,0.00855435,-0.00388288,-0.00211969,-0.00228153,0.00918463,-0.00218092,-0.7615390000000001,-0.77565,-0.7498229999999999,-0.773096,Significance
0.63,0.00996322,4.70539e-05,0.00996323,0.00996313,0.00996262,0.0,2.05646e-05,0.00500428,0.00899121,0.00996319,4.44747e-05,0.00996281,0.0,0.0,0.0,0.0,4.43669e-05,posSignificance
0.635,239.31667473111443,98.06770186802328,34.924984342479085,27.20762698148603,25.800556704687704,27.582178734809826,22.159093540332247,70.20859143663779,86.26550097302523,201.87885430153526,492.6676851411216,782.3244794909297,980.8518783412767,3118.8844377322307,7748.317399131355,12364.633821419293,15477.65624534084,xsecBRbrUL
0.635,91.40325349046377,64.69183853863424,33.75000000000001,25.307999999999996,23.03100000000001,18.188946228085094,15.995974084604745,16.46386312711469,16.58083182123854,20.15637025144656,20.27246305555872,20.271559310403735,20.387939850204006,32.08480438864628,32.050330536273385,32.01950038294213,31.99795354029365,nevtUL
0.635,183.94949764588313,122.44469439595423,61.191,46.29599999999999,42.120000000000026,33.425901183131145,30.023951357600197,30.377747453564748,30.725688350484013,38.79478792851717,39.01804187091629,39.17828294660894,39.405085451247615,64.571305851765,64.5019265394122,64.43988024372358,64.39651679509718,nevtULup
0.635,46.24162233497469,34.80291313701984,19.566000000000006,14.741999999999996,13.347000000000005,10.5929686840456,9.236985034977119,9.506920963889659,9.575902871972756,11.378644495272631,11.44413237007347,11.443622191356948,11.509272503344528,16.223765425708088,16.206333631908027,16.190744284077624,16.179849066623305,nevtULdown
0.635,277.21573592095956,196.1275104944237,102.30300000000004,76.73399999999998,69.80400000000002,55.15183695482706,48.4949214324148,49.91358504171542,50.27049010828555,61.11409060313578,61.46833981524914,61.46559956044435,61.81772140250911,97.30961742126944,97.20506208894429,97.1115576876282,97.04620852765319,nevtULupup
0.635,25.703790071757048,20.213949548938857,12.392999999999999,9.395999999999997,8.451000000000002,6.749980045058794,5.936990381363988,6.110949196416295,6.1529375909824955,7.244773650430635,7.286447582413751,7.286122753029102,7.327900110938412,9.775628058616789,9.765124533195133,9.755731173388236,9.749166261319033,nevtULdowndown
0.635,67.25645070246512,53.16286731325994,29.79900000000001,22.69799999999999,20.673000000000005,16.442951389763223,14.62497630578547,14.900876121060252,14.993847917957346,18.062435672564327,18.127625665099337,18.141815730885146,18.213266260179306,28.010876596048853,27.980780017839727,27.980789225605694,27.938043149962088,nevtULobs
0.635,0.00492312751577563,0.002017409785664952,0.0007184628969029265,0.00055970448854853,0.0005307587980565534,0.0005674096183517174,0.00045584806514475723,0.0014443032385182233,0.001774619599656562,0.004152971553619578,0.010134963807168416,0.016093668255979236,0.020177695000098268,0.06416045104744905,0.15939530595386112,0.2543603326308672,0.3184001926600695,BRbrUL
0.635,0.009907818363030532,0.0038184279540862094,0.0013026211296114658,0.0010238690928498005,0.000970672596680215,0.0010427309859269071,0.0008556127974434977,0.0026649079069306727,0.0032885207055694783,0.007993187696295341,0.01950658097659657,0.03110378826447837,0.03899873167813609,0.12912418159040012,0.32078621790583645,0.5119052195523571,0.6407867093242918,BRbrULup
0.635,0.00249064879638196,0.0010853260491327727,0.00041651689009785655,0.000326029854993774,0.00030758706428990566,0.00033045082671943166,0.00026323259425744703,0.000834000904311999,0.001024893389199158,0.002344429394683593,0.005721350536304751,0.009085135305794731,0.011390586393317208,0.03244290022132059,0.08059865419249708,0.12861796881231927,0.1609998918692232,BRbrULdown
0.635,0.014931289261610962,0.006116220652366532,0.002177804733092151,0.0016970271939419515,0.0016086616794555016,0.0017204780510931838,0.0013819924930729554,0.004378702128729263,0.005380369211406732,0.01259180480582498,0.03073032603916662,0.048797773932120536,0.06118024367471316,0.1945914604738152,0.4834281067521522,0.7714463942381181,0.9656721156627596,BRbrULupup
0.635,0.0013844478323213074,0.0006303703921262495,0.00026381957574275457,0.00020779924823779,0.00019475674535955595,0.000210567646592671,0.00016919042027784592,0.0005360870438887793,0.0006585389540248977,0.0014926962795045813,0.003642768139628896,0.005784480644239949,0.007252333218366937,0.01954846593158286,0.048564710148139865,0.07749874284866465,0.0970104669965885,BRbrULdowndown
0.635,0.0036225415444457736,0.0016578797445635605,0.0006343548404388237,0.0005019824751491441,0.0004764177253364217,0.0005129427870997466,0.0004167778165005047,0.0013071891737828016,0.0016047672804565766,0.003721542152752415,0.00906267923745468,0.014402856704966325,0.018025447114991426,0.05601375825351434,0.13915628691328394,0.22227713641936844,0.2780014762597729,BRbrULobs
0.635,0.522608,-0.0049669,-0.00592843,-0.0224952,-0.00614859,-0.139623,-0.00621723,-0.00441113,-0.0359,-0.0292442,-0.00450704,-0.00795069,-0.0237821,-1.18108,-1.1884700000000001,-1.17911,-1.18124,Significance
