mass,stheta_sq,ctau,BRbrULobs,BRULobs,theta_sq_inflaton,BRULobs_inflaton,BRtheory,excl
0.41,1.473589758552861e-07,100.0,2.828210280626053e-08,2.02655343844939e-07,1.2893334060269652e-07,2.292024748245291e-07,6.114363318866096e-07,True
0.61,4.719339510878343e-05,0.1,1.0102474961318088e-07,1.0750430781033711e-06,3.9671875865233775e-05,1.362793652710407e-06,0.00018537372724688025,True
0.61,2.359669755439172e-05,0.2,5.926497774096213e-08,6.306613412883831e-07,1.9835937932616887e-05,7.994668217704649e-07,9.268686362344012e-05,True
0.61,9.438679021756688e-06,0.5,1.6070665691827346e-08,1.710141126670825e-07,7.934375173046756e-06,2.1678847295846938e-07,3.707474544937605e-05,True
0.61,4.719339510878344e-06,1.0,7.552061458483334e-09,8.036438028740719e-08,3.967187586523378e-06,1.0187505002395156e-07,1.8537372724688027e-05,True
0.61,5.899174388597929e-06,0.8,9.224242421733433e-09,9.815869877630649e-08,4.958984483154222e-06,1.2443227101807406e-07,2.317171590586003e-05,True
0.61,2.359669755439172e-06,2.0,5.532416033744281e-09,5.8872559298963166e-08,1.983593793261689e-06,7.463063738151839e-08,9.268686362344013e-06,True
0.61,9.438679021756688e-07,5.0,6.5299019830720695e-09,6.948718956962606e-08,7.934375173046756e-07,8.80864244596025e-08,3.707474544937605e-06,True
0.61,5.89917438859793e-07,8.0,7.970086209477022e-09,8.48127418696171e-08,4.958984483154222e-07,1.075140788709552e-07,2.3171715905860033e-06,True
0.61,4.719339510878344e-07,10.0,9.051655146054778e-09,9.632213143219053e-08,3.967187586523378e-07,1.2210412029526574e-07,1.8537372724688025e-06,True
0.61,2.359669755439172e-07,20.0,1.2020353725546596e-08,1.279131907624835e-07,1.983593793261689e-07,1.6215097610468612e-07,9.268686362344012e-07,True
0.61,9.438679021756689e-08,50.0,2.5752189665452683e-08,2.740389196890225e-07,7.934375173046755e-08,3.473893353247624e-07,3.707474544937605e-07,True
0.61,5.89917438859793e-08,80.0,3.962015949070437e-08,4.216133014624774e-07,4.958984483154222e-08,5.344640999363704e-07,2.317171590586003e-07,False
0.61,4.7193395108783443e-08,100.0,4.8879869128837966e-08,5.201494204812153e-07,3.9671875865233776e-08,6.593748130943607e-07,1.8537372724688024e-07,False
0.615,4.6190558224108976e-05,0.1,7.713188307562301e-08,8.27089407102368e-07,3.8640443207866e-05,1.0556924316346698e-06,0.00018047374691435735,True
0.615,2.3095279112054488e-05,0.2,4.512240147364896e-08,4.83849982571865e-07,1.9320221603933e-05,6.17583492499577e-07,9.023687345717868e-05,True
0.615,9.238111644821796e-06,0.5,1.047654052389414e-08,1.1234051788799201e-07,7.7280886415732e-06,1.4339082749924977e-07,3.609474938287147e-05,True
0.615,4.619055822410899e-06,1.0,3.7651650038682495e-09,4.037407057259016e-08,3.8640443207866e-06,5.1533244618730933e-08,1.8047374691435734e-05,True
0.615,5.773819778013622e-06,0.8,4.898908166977226e-09,5.253126061114792e-08,4.83005540098325e-06,6.705061602191873e-08,2.255921836429467e-05,True
0.615,2.3095279112054493e-06,2.0,2.8187710944463397e-09,3.0225836843334255e-08,1.9320221603933e-06,3.858009414861598e-08,9.023687345717867e-06,True
0.615,9.238111644821798e-07,5.0,3.1298419537800597e-09,3.356146670680978e-08,7.728088641573201e-07,4.28376740080203e-08,3.6094749382871474e-06,True
0.615,5.773819778013623e-07,8.0,3.950306025359221e-09,4.235934788709784e-08,4.83005540098325e-07,5.40672418113251e-08,2.2559218364294668e-06,True
0.615,4.619055822410899e-07,10.0,4.5451312024063205e-09,4.873769084199624e-08,3.8640443207866003e-07,6.22085241515826e-08,1.8047374691435737e-06,True
0.615,2.3095279112054494e-07,20.0,7.244665048655944e-09,7.768494014172226e-08,1.9320221603933002e-07,9.91566360968495e-08,9.023687345717869e-07,True
0.615,9.2381116448218e-08,50.0,1.5871009087950743e-08,1.701856997812373e-07,7.7280886415732e-08,2.1722410381356209e-07,3.609474938287147e-07,True
0.615,5.7738197780136254e-08,80.0,2.4557604718550186e-08,2.633325405345801e-07,4.83005540098325e-08,3.361162259584816e-07,2.2559218364294666e-07,False
0.615,4.6190558224108994e-08,100.0,3.0351106030074605e-08,3.254565724358565e-07,3.8640443207866e-08,4.1541100320702033e-07,1.8047374691435736e-07,False
0.62,4.518772133943453e-05,0.1,8.641947144351214e-08,9.338479130626036e-07,3.76830434706284e-05,1.199420560811552e-06,0.00017592306138162694,True
0.62,2.2593860669717263e-05,0.2,3.3163423496790405e-08,3.583636107139608e-07,1.88415217353142e-05,4.6027696472260194e-07,8.796153069081347e-05,True
0.62,9.037544267886909e-06,0.5,7.755091915610763e-09,8.380144289282704e-08,7.536608694125681e-06,1.076333439582186e-07,3.518461227632539e-05,True
0.62,4.5187721339434535e-06,1.0,3.112025814930725e-09,3.362851871374391e-08,3.76830434706284e-06,4.319197613519378e-08,1.7592306138162692e-05,True
0.62,5.648465167429316e-06,0.8,3.929382902749029e-09,4.246087093641368e-08,4.71038043382855e-06,5.4536119767166046e-08,2.1990382672703368e-05,True
0.62,2.2593860669717268e-06,2.0,2.151522221366044e-09,2.324932683305986e-08,1.88415217353142e-06,2.98610943372428e-08,8.796153069081346e-06,True
0.62,9.037544267886908e-07,5.0,2.2772840841596702e-09,2.4608308219441745e-08,7.536608694125681e-07,3.1606550094852174e-08,3.5184612276325387e-06,True
0.62,5.648465167429317e-07,8.0,2.817703619341489e-09,3.0448076117555766e-08,4.710380433828551e-07,3.9107062318940265e-08,2.199038267270337e-06,True
0.62,4.5187721339434534e-07,10.0,3.2228908301980804e-09,3.482652492009692e-08,3.7683043470628403e-07,4.473067773293811e-08,1.7592306138162694e-06,True
0.62,2.259386066971727e-07,20.0,4.659022483108782e-09,5.0345348682290734e-08,1.8841521735314201e-07,6.466282732562913e-08,8.796153069081347e-07,True
0.62,9.037544267886906e-08,50.0,1.0240584412531204e-08,1.1065964906340145e-07,7.536608694125682e-08,1.4212962997748501e-07,3.5184612276325396e-07,True
0.62,5.6484651674293174e-08,80.0,1.58579965600759e-08,1.713613465301123e-07,4.7103804338285504e-08,2.2009399976331185e-07,2.1990382672703367e-07,False
0.62,4.518772133943453e-08,100.0,1.9606777613824885e-08,2.118706357573717e-07,3.76830434706284e-08,2.721235366112242e-07,1.7592306138162693e-07,False
0.625,4.418488445476007e-05,0.1,6.154094379391605e-08,6.701942558503902e-07,3.676032294336828e-05,8.659759650432839e-07,0.00017153761320479313,True
0.625,2.2092442227380035e-05,0.2,2.866444697134959e-08,3.1216205867199895e-07,1.838016147168414e-05,4.033529646794349e-07,8.576880660239657e-05,True
0.625,8.836976890952015e-06,0.5,4.177429376167939e-09,4.549311400721824e-08,7.352064588673656e-06,5.8782872221482364e-08,3.430752264095862e-05,True
0.625,4.418488445476008e-06,1.0,1.495257312065534e-09,1.6283677171419727e-08,3.676032294336828e-06,2.1040575817948168e-08,1.715376132047931e-05,True
0.625,5.523110556845009e-06,0.8,1.942290497211974e-09,2.11519657349316e-08,4.595040367921035e-06,2.7331021983511083e-08,2.144220165059914e-05,True
0.625,2.209244222738004e-06,2.0,1.1166832738878463e-09,1.216092360022969e-08,1.838016147168414e-06,1.5713455402813002e-08,8.576880660239656e-06,True
0.625,8.836976890952016e-07,5.0,1.3247452698499143e-09,1.4426763965328713e-08,7.352064588673656e-07,1.8641208482867263e-08,3.4307522640958624e-06,True
0.625,5.523110556845009e-07,8.0,1.714628282340355e-09,1.8672674725159656e-08,4.595040367921036e-07,2.4127463603133562e-08,2.1442201650599144e-06,True
0.625,4.418488445476008e-07,10.0,1.9880358101068687e-09,2.165014213659523e-08,3.676032294336828e-07,2.7974729067578893e-08,1.7153761320479312e-06,True
0.625,2.209244222738004e-07,20.0,3.286295380822152e-09,3.5788471080815834e-08,1.838016147168414e-07,4.624324292709484e-08,8.576880660239656e-07,True
0.625,8.836976890952016e-08,50.0,7.355058641945113e-09,8.009818747306407e-08,7.352064588673658e-08,1.0349701536488357e-07,3.4307522640958635e-07,True
0.625,5.52311055684501e-08,80.0,1.1441056777155432e-08,1.245955953906866e-07,4.595040367921035e-08,1.6099330905438036e-07,2.144220165059914e-07,True
0.625,4.418488445476008e-08,100.0,1.4166867275857493e-08,1.5428026426551474e-07,3.676032294336829e-08,1.993496655159137e-07,1.7153761320479317e-07,False
0.63,4.319783440887395e-05,0.1,6.658780405567196e-08,7.30789988861227e-07,3.5837602416108164e-05,9.501708978705636e-07,0.00016715547606123792,True
0.63,2.1598917204436976e-05,0.2,2.353865905214524e-08,2.58332837829335e-07,1.7918801208054082e-05,3.3588356191392977e-07,8.357773803061896e-05,True
0.63,8.639566881774793e-06,0.5,3.286914403594523e-09,3.607333466624573e-08,7.167520483221633e-06,4.690243888319167e-08,3.3431095212247583e-05,True
0.63,4.319783440887396e-06,1.0,1.4563597777151094e-09,1.5983304462849414e-08,3.5837602416108166e-06,2.078144334745138e-08,1.6715547606123792e-05,True
0.63,5.399729301109244e-06,0.8,1.780262763977841e-09,1.9538085448345772e-08,4.47970030201352e-06,2.540335866129632e-08,2.0894434507654734e-05,True
0.63,2.159891720443698e-06,2.0,1.0876140239388635e-09,1.1936381619899564e-08,1.7918801208054083e-06,1.551964670284963e-08,8.357773803061896e-06,True
0.63,8.639566881774793e-07,5.0,1.2943015139949203e-09,1.4204742180784506e-08,7.167520483221633e-07,1.846896213366009e-08,3.3431095212247584e-06,True
0.63,5.399729301109245e-07,8.0,1.672897689212239e-09,1.835977174804053e-08,4.479700302013521e-07,2.3871318809003247e-08,2.089443450765474e-06,True
0.63,4.3197834408873963e-07,10.0,1.9383410141023153e-09,2.127296774827989e-08,3.583760241610817e-07,2.7659047296545515e-08,1.6715547606123796e-06,True
0.63,2.1598917204436981e-07,20.0,3.193247153803268e-09,3.5045352299168656e-08,1.7918801208054086e-07,4.5565859368408256e-08,8.357773803061898e-07,True
0.63,8.639566881774792e-08,50.0,7.161681156668704e-09,7.859825033926428e-08,7.167520483221634e-08,1.0219320356630629e-07,3.343109521224759e-07,True
0.63,5.399729301109245e-08,80.0,1.1146075570508469e-08,1.2232631121471033e-07,4.4797003020135216e-08,1.5904829394446856e-07,2.0894434507654745e-07,True
0.63,4.319783440887396e-08,100.0,1.3804178431567133e-08,1.514985445954805e-07,3.583760241610816e-08,1.9697794214270026e-07,1.671554760612379e-07,False
0.635,4.235251905665876e-05,0.1,3.637020211781428e-08,4.0197233303698986e-07,3.499232543549656e-05,5.259261267032266e-07,0.0001631377456461284,True
0.635,2.117625952832937e-05,0.2,1.4204293021761233e-08,1.5698930642735541e-07,1.749616271774828e-05,2.0539915580599746e-07,8.15688728230642e-05,True
0.635,8.470503811331753e-06,0.5,2.6854913750864847e-09,2.9680704822519745e-08,6.998465087099311e-06,3.8833165474831706e-08,3.2627549129225684e-05,True
0.635,4.235251905665877e-06,1.0,1.1545840970023051e-09,1.2760744679285117e-08,3.499232543549656e-06,1.6695698861462824e-08,1.6313774564612842e-05,True
0.635,5.2940648820823445e-06,0.8,1.415021795478604e-09,1.5639165561527755e-08,4.37404067943707e-06,2.0461721100312413e-08,2.039221820576605e-05,True
0.635,2.1176259528329383e-06,2.0,9.200286820693895e-10,1.0168381099296588e-08,1.7496162717748278e-06,1.330394369679975e-08,8.156887282306421e-06,True
0.635,8.470503811331753e-07,5.0,1.1342658521616343e-09,1.2536182488089022e-08,6.998465087099311e-07,1.64018897763264e-08,3.2627549129225682e-06,True
0.635,5.294064882082346e-07,8.0,1.4880991538720951e-09,1.6446834327031366e-08,4.37404067943707e-07,2.151844583131872e-08,2.0392218205766052e-06,True
0.635,4.235251905665877e-07,10.0,1.732519985147173e-09,1.914823289149961e-08,3.499232543549656e-07,2.50528584436457e-08,1.6313774564612843e-06,True
0.635,2.1176259528329385e-07,20.0,2.988204849995025e-09,3.3026367883630966e-08,1.7496162717748278e-07,4.321051055649525e-08,8.156887282306421e-07,True
0.635,8.470503811331753e-08,50.0,6.755472519712302e-09,7.46631278187469e-08,6.998465087099314e-08,9.76865480382404e-08,3.2627549129225695e-07,True
0.635,5.2940648820823456e-08,80.0,1.053539964579712e-08,1.164398031492889e-07,4.3740406794370696e-08,1.5234564578541886e-07,2.0392218205766051e-07,True
0.635,4.2352519056658766e-08,100.0,1.3056485954228762e-08,1.4430346312855276e-07,3.4992325435496564e-08,1.888014552137793e-07,1.6313774564612845e-07,False
0.64,4.150720370444356e-05,0.1,2.855185081107852e-08,3.178036441233029e-07,3.416538792297648e-05,4.183811062017287e-07,0.00015920854396143786,True
0.64,2.075360185222178e-05,0.2,1.0060426766507947e-08,1.119801412870674e-07,1.708269396148824e-05,1.474192516374416e-07,7.960427198071893e-05,True
0.64,8.301440740888714e-06,0.5,2.2902437195839742e-09,2.549214076629596e-08,6.833077584595296e-06,3.3559810437903794e-08,3.1841708792287574e-05,True
0.64,4.150720370444357e-06,1.0,1.0760614213889912e-09,1.1977375592241144e-08,3.416538792297648e-06,1.5767936404565593e-08,1.5920854396143787e-05,True
0.64,5.188400463055445e-06,0.8,1.294509158269773e-09,1.4408863739561656e-08,4.27067349037206e-06,1.896893400041964e-08,1.9901067995179733e-05,True
0.64,2.0753601852221784e-06,2.0,9.385155010455255e-10,1.0446385709704849e-08,1.708269396148824e-06,1.3752423831051264e-08,7.960427198071893e-06,True
0.64,8.301440740888713e-07,5.0,1.213097604515071e-09,1.3502691714911497e-08,6.833077584595296e-07,1.777597960517331e-08,3.184170879228757e-06,True
0.64,5.188400463055446e-07,8.0,1.620834858480842e-09,1.8041115021076697e-08,4.27067349037206e-07,2.3750708335811785e-08,1.9901067995179734e-06,True
0.64,4.150720370444357e-07,10.0,1.897917065236489e-09,2.112524906238036e-08,3.416538792297648e-07,2.7810899072247785e-08,1.5920854396143786e-06,True
0.64,2.0753601852221786e-07,20.0,3.587239617154026e-09,3.992868379070826e-08,1.708269396148824e-07,5.256518357308112e-08,7.960427198071893e-07,True
0.64,8.301440740888714e-08,50.0,8.164265328904066e-09,9.08744336849958e-08,6.833077584595296e-08,1.1963407844320672e-07,3.1841708792287573e-07,True
0.64,5.188400463055447e-08,80.0,1.2751234609055531e-08,1.419308629987883e-07,4.27067349037206e-08,1.8684868019499504e-07,1.9901067995179733e-07,True
0.64,4.150720370444357e-08,100.0,1.5812332658431158e-08,1.7600319412531678e-07,3.416538792297648e-08,2.317041116892223e-07,1.5920854396143787e-07,False
0.645,4.066188835222836e-05,0.1,2.9195753589164413e-08,3.2729575419668934e-07,3.33384504104564e-05,4.3360436282775867e-07,0.0001552823724434965,True
0.645,2.033094417611418e-05,0.2,1.1365101028888529e-08,1.274072032911037e-07,1.66692252052282e-05,1.687902103658409e-07,7.764118622174825e-05,True
0.645,8.132377670445674e-06,0.5,3.019994208890913e-09,3.3855309788455944e-08,6.66769008209128e-06,4.485181931305453e-08,3.1056474488699297e-05,True
0.645,4.066188835222837e-06,1.0,1.378348714288296e-09,1.5451825232435666e-08,3.33384504104564e-06,2.04707172290716e-08,1.5528237244349648e-05,True
0.645,5.082736044028545e-06,0.8,1.684601347465217e-09,1.888503637542748e-08,4.16730630130705e-06,2.5019066271251705e-08,1.9410296555437063e-05,True
0.645,2.0330944176114185e-06,2.0,1.1800692919417006e-09,1.3229035781893856e-08,1.66692252052282e-06,1.7525945746263912e-08,7.764118622174824e-06,True
0.645,8.132377670445674e-07,5.0,1.4676733939373555e-09,1.6453189636503215e-08,6.66769008209128e-07,2.1797333809997904e-08,3.10564744886993e-06,True
0.645,5.082736044028546e-07,8.0,1.926065221278689e-09,2.159194032464992e-08,4.16730630130705e-07,2.860519700190941e-08,1.941029655543706e-06,True
0.645,4.066188835222837e-07,10.0,2.241898164065149e-09,2.513255046488e-08,3.33384504104564e-07,3.3295829202880065e-08,1.552823724434965e-06,True
0.645,2.033094417611419e-07,20.0,3.912858774704338e-09,4.38646688745616e-08,1.66692252052282e-07,5.811230837591258e-08,7.764118622174825e-07,True
0.645,8.132377670445675e-08,50.0,8.817739152005518e-09,9.885028578732844e-08,6.667690082091281e-08,1.3095774886953894e-07,3.1056474488699305e-07,True
0.645,5.0827360440285474e-08,80.0,1.3739711829083133e-08,1.540275140290921e-07,4.16730630130705e-08,2.040570377774968e-07,1.9410296555437063e-07,False
0.645,4.0661888352228375e-08,100.0,1.7022740529383587e-08,1.9083154278048586e-07,3.3338450410456405e-08,2.528153465291965e-07,1.5528237244349652e-07,False
0.65,3.981657300001316e-05,0.1,3.364699198345581e-08,3.799139423559996e-07,3.258503417557072e-05,5.061157882580063e-07,0.00015170155498438626,True
0.65,1.990828650000658e-05,0.2,1.5583581704347238e-08,1.7595688685147397e-07,1.629251708778536e-05,2.344071868907873e-07,7.585077749219313e-05,True
0.65,7.963314600002633e-06,0.5,5.888790423387953e-09,6.649134004482833e-08,6.517006835114144e-06,8.857878910794334e-08,3.0340310996877255e-05,True
0.65,3.981657300001316e-06,1.0,2.6122278429416123e-09,2.9495111439145283e-08,3.258503417557072e-06,3.929295535511691e-08,1.5170155498438628e-05,True
0.65,4.977071625001645e-06,0.8,3.298562298312928e-09,3.724463118352789e-08,4.07312927194634e-06,4.961675202792743e-08,1.8962694373048283e-05,True
0.65,1.990828650000658e-06,2.0,1.9805467499054776e-09,2.236269215824477e-08,1.629251708778536e-06,2.979125087922021e-08,7.585077749219314e-06,True
0.65,7.963314600002633e-07,5.0,2.1542600144280428e-09,2.4324118344477064e-08,6.517006835114144e-07,3.2404234109576714e-08,3.0340310996877255e-06,True
0.65,4.977071625001645e-07,8.0,2.680005069620908e-09,3.02603956999894e-08,4.07312927194634e-07,4.0312455835980114e-08,1.8962694373048285e-06,True
0.65,3.981657300001317e-07,10.0,3.0666021884983667e-09,3.4625529903023784e-08,3.258503417557072e-07,4.6127623671938416e-08,1.5170155498438627e-06,True
0.65,1.9908286500006585e-07,20.0,4.713164436760507e-09,5.321714591967724e-08,1.629251708778536e-07,7.089510216168947e-08,7.585077749219314e-07,True
0.65,7.963314600002633e-08,50.0,1.0370712963269297e-08,1.1709749414911717e-07,6.517006835114144e-08,1.559955662242671e-07,3.034031099687725e-07,True
0.65,4.9770716250016463e-08,80.0,1.6057128786022458e-08,1.813037879586776e-07,4.07312927194634e-08,2.4153025021357044e-07,1.8962694373048284e-07,False
0.65,3.9816573000013173e-08,100.0,1.9854810524414923e-08,2.241840621227242e-07,3.258503417557072e-08,2.986547232578358e-07,1.5170155498438626e-07,False
0.655,3.900636899080542e-05,0.1,7.921856108671976e-08,9.01770700557443e-07,3.184268611590112e-05,1.2069041051019432e-06,0.00014817502870236892,True
0.655,1.950318449540271e-05,0.2,3.1837024316432143e-08,3.624112244359645e-07,1.592134305795056e-05,4.850408138525732e-07,7.408751435118446e-05,True
0.655,7.801273798161085e-06,0.5,7.530960365232621e-09,8.572737640351609e-08,6.368537223180224e-06,1.1473506783605277e-07,2.9635005740473787e-05,True
0.655,3.900636899080542e-06,1.0,3.0069009360236622e-09,3.4228533394043845e-08,3.184268611590112e-06,4.581048978343798e-08,1.4817502870236894e-05,True
0.655,4.875796123850677e-06,0.8,3.801701515595693e-09,4.3276007440682194e-08,3.98033576448764e-06,5.79193701905538e-08,1.8521878587796114e-05,True
0.655,1.950318449540271e-06,2.0,2.511051654714154e-09,2.8584119412730827e-08,1.592134305795056e-06,3.825616760294313e-08,7.408751435118447e-06,True
0.655,7.801273798161086e-07,5.0,2.99999438224638e-09,3.4149913841343824e-08,6.368537223180224e-07,4.570526762348505e-08,2.9635005740473786e-06,True
0.655,4.875796123850678e-07,8.0,3.811195622293161e-09,4.338408195163386e-08,3.98033576448764e-07,5.8064014023896163e-08,1.8521878587796117e-06,True
0.655,3.900636899080543e-07,10.0,4.393785890445339e-09,5.001589685766869e-08,3.184268611590112e-07,6.693984535155177e-08,1.4817502870236893e-06,True
0.655,1.9503184495402722e-07,20.0,8.071587540558037e-09,9.188151174687216e-08,1.592134305795056e-07,1.2297158650388924e-07,7.408751435118447e-07,True
0.655,7.801273798161086e-08,50.0,1.7977802911561397e-08,2.0464719004799145e-07,6.368537223180224e-08,2.738939440079592e-07,2.963500574047379e-07,True
0.655,4.875796123850679e-08,80.0,2.792905959742929e-08,3.179255883165305e-07,3.98033576448764e-08,4.255025112470139e-07,1.8521878587796116e-07,False
0.655,3.900636899080543e-08,100.0,3.4568056951445825e-08,3.934994590458505e-07,3.184268611590112e-08,5.266484175902527e-07,1.4817502870236894e-07,False
0.66,3.821480580980717e-05,0.1,8.111365832318781e-08,9.313883776244976e-07,3.110033805623151e-05,1.2518538194533726e-06,0.00014465127772680345,True
0.66,1.9107402904903585e-05,0.2,5.142027446445278e-08,5.904338060999795e-07,1.5550169028115755e-05,7.935860410732383e-07,7.232563886340172e-05,True
0.66,7.642961161961435e-06,0.5,9.741638586406667e-09,1.1185846065832984e-07,6.220067611246303e-06,1.503459186064272e-07,2.8930255545360696e-05,True
0.66,3.821480580980718e-06,1.0,4.170441909063156e-09,4.788714014331601e-08,3.1100338056231515e-06,6.436380432833555e-08,1.4465127772680348e-05,True
0.66,4.776850726225896e-06,0.8,5.315069447545343e-09,6.103033708560561e-08,3.887542257028939e-06,8.202921833532304e-08,1.808140971585043e-05,True
0.66,1.910740290490359e-06,2.0,3.037496434496069e-09,3.4878082614561886e-08,1.5550169028115758e-06,4.6878683463508526e-08,7.232563886340174e-06,True
0.66,7.642961161961435e-07,5.0,2.9079241537674604e-09,3.3390267629666484e-08,6.220067611246303e-07,4.487895175520479e-08,2.8930255545360696e-06,True
0.66,4.776850726225897e-07,8.0,3.4221145553029036e-09,3.9294463960795097e-08,3.8875422570289394e-07,5.2814621670667084e-08,1.8081409715850435e-06,True
0.66,3.821480580980718e-07,10.0,3.846636933992288e-09,4.416904633972557e-08,3.110033805623152e-07,5.9366415439951606e-08,1.446512777268035e-06,True
0.66,1.910740290490359e-07,20.0,5.136199885565292e-09,5.897646558501052e-08,1.555016902811576e-07,7.926866543982295e-08,7.232563886340175e-07,True
0.66,7.642961161961435e-08,50.0,1.0853207913637766e-08,1.2462206636554481e-07,6.220067611246303e-08,1.6750113434502833e-07,2.89302555453607e-07,True
0.66,4.776850726225898e-08,80.0,1.6646505297640007e-08,1.9114366042413266e-07,3.8875422570289394e-08,2.569110020210276e-07,1.8081409715850435e-07,False
0.66,3.8214805809807175e-08,100.0,2.0516589161022663e-08,2.355819363606563e-07,3.1100338056231515e-08,3.1663928164906493e-07,1.446512777268035e-07,False
0.665,3.7423242628808914e-05,0.1,9.098952463399393e-08,1.0539714519303233e-06,3.042247655106105e-05,1.4215958386278037e-06,0.00014143012860262348,True
0.665,1.8711621314404457e-05,0.2,4.75668830188443e-08,5.509880061560505e-07,1.5211238275530527e-05,7.431721753475481e-07,7.071506430131176e-05,True
0.665,7.484648525761784e-06,0.5,9.873700532540844e-09,1.1437139086139753e-07,6.084495310212212e-06,1.5426403913394168e-07,2.828602572052471e-05,True
0.665,3.742324262880892e-06,1.0,4.297384783649908e-09,4.977848711866558e-08,3.0422476551061057e-06,6.714118300972814e-08,1.4143012860262353e-05,True
0.665,4.677905328601114e-06,0.8,5.506664535148482e-09,6.378610327672077e-08,3.802809568882632e-06,8.60346443107115e-08,1.767876607532794e-05,True
0.665,1.871162131440446e-06,2.0,3.2359572667304943e-09,3.7483508046883534e-08,1.5211238275530529e-06,5.055772522019327e-08,7.071506430131176e-06,True
0.665,7.484648525761785e-07,5.0,3.22902887826599e-09,3.74032534936386e-08,6.084495310212211e-07,5.0449477943936415e-08,2.8286025720524702e-06,True
0.665,4.677905328601115e-07,8.0,3.884258953116113e-09,4.499306997104208e-08,3.802809568882632e-07,6.068661624636819e-08,1.767876607532794e-06,True
0.665,3.742324262880893e-07,10.0,4.398741988268116e-09,5.095255194145444e-08,3.0422476551061055e-07,6.872476068946424e-08,1.4143012860262351e-06,True
0.665,1.8711621314404465e-07,20.0,7.034865545799756e-09,8.148792383811487e-08,1.521123827553053e-07,1.0991084551153642e-07,7.071506430131177e-07,True
0.665,7.484648525761785e-08,50.0,1.492744420974946e-08,1.729111137863952e-07,6.084495310212213e-08,2.332223698858669e-07,2.828602572052471e-07,True
0.665,4.677905328601116e-08,80.0,2.2904000606388896e-08,2.65307054534384e-07,3.8028095688826326e-08,3.578459397490528e-07,1.7678766075327942e-07,False
0.665,3.7423242628808926e-08,100.0,2.8230787877706894e-08,3.2700956080704e-07,3.0422476551061066e-08,4.410702301123865e-07,1.4143012860262355e-07,False
0.67,3.6631679447810666e-05,0.1,5.164235108575412e-08,6.035005050635044e-07,2.9754998775800983e-05,8.168135851580863e-07,0.00013825978595616425,True
0.67,1.8315839723905333e-05,0.2,3.4717323027049176e-08,4.057120084731529e-07,1.4877499387900492e-05,5.491148348712196e-07,6.912989297808213e-05,True
0.67,7.326335889562134e-06,0.5,9.407459993945153e-09,1.0993703304257122e-07,5.950999755160197e-06,1.4879533877390278e-07,2.765195719123285e-05,True
0.67,3.663167944781067e-06,1.0,3.2743583730896427e-09,3.8264658567483926e-08,2.9754998775800986e-06,5.178967156964972e-08,1.3825978595616425e-05,True
0.67,4.578959930976333e-06,0.8,4.469298455635301e-09,5.2228913257194665e-08,3.719374846975123e-06,7.06897268992853e-08,1.728247324452053e-05,True
0.67,1.8315839723905333e-06,2.0,2.557113100955582e-09,2.988281934276429e-08,1.4877499387900493e-06,4.044519034731589e-08,6.912989297808213e-06,True
0.67,7.326335889562134e-07,5.0,2.783123198947856e-09,3.2524008316931965e-08,5.950999755160197e-07,4.4019933064130825e-08,2.7651957191232853e-06,True
0.67,4.5789599309763337e-07,8.0,3.472119299417681e-09,4.0575723350778055e-08,3.719374846975123e-07,5.4917604513096794e-08,1.7282473244520532e-06,True
0.67,3.663167944781067e-07,10.0,3.9759909054077924e-09,4.646404489906007e-08,2.9754998775800986e-07,6.288721016224158e-08,1.3825978595616426e-06,True
0.67,1.8315839723905339e-07,20.0,6.564615037124511e-09,7.671510702278991e-08,1.4877499387900493e-07,1.0383080225670664e-07,6.912989297808213e-07,True
0.67,7.326335889562135e-08,50.0,1.4271845946048742e-08,1.667829999127386e-07,5.9509997551601974e-08,2.2573406146165483e-07,2.765195719123285e-07,True
0.67,4.578959930976335e-08,80.0,2.203342883105392e-08,2.574860584046867e-07,3.719374846975123e-08,3.48496991682924e-07,1.7282473244520533e-07,False
0.67,3.663167944781068e-08,100.0,2.721297808825605e-08,3.180150724213447e-07,2.9754998775800987e-08,4.304205700895866e-07,1.3825978595616426e-07,False
0.675,3.584568320710592e-05,0.1,8.067472383839918e-08,9.511751638537598e-07,2.908752100054091e-05,1.2919714460291744e-06,0.0001350919870641136,True
0.675,1.792284160355296e-05,0.2,2.3869317326453564e-08,2.814252189390248e-07,1.4543760500270456e-05,3.822569815517496e-07,6.75459935320568e-05,True
0.675,7.169136641421185e-06,0.5,5.062460393351017e-09,5.968767372286763e-08,5.817504200108183e-06,8.10731535687017e-08,2.7018397412822724e-05,True
0.675,3.5845683207105927e-06,1.0,1.9658074869578188e-09,2.3177361750348612e-08,2.9087521000540914e-06,3.1481572179005146e-08,1.3509198706411362e-05,True
0.675,4.48071040088824e-06,0.8,2.528334816916375e-09,2.980969961018857e-08,3.635940125067614e-06,4.049020850694957e-08,1.68864983830142e-05,True
0.675,1.7922841603552963e-06,2.0,1.8437019979899914e-09,2.1737707507353427e-08,1.4543760500270457e-06,2.9526104621832363e-08,6.754599353205681e-06,True
0.675,7.169136641421186e-07,5.0,2.164362648768806e-09,2.551837674964239e-08,5.817504200108183e-07,3.4661348784566915e-08,2.7018397412822726e-06,True
0.675,4.480710400888241e-07,8.0,2.795398489338104e-09,3.2958447077660107e-08,3.635940125067614e-07,4.4767119819738384e-08,1.6886498383014202e-06,True
