mass,ctau = 0.1,ctau = 0.2,ctau = 0.5,ctau = 1,ctau = 0.8,ctau = 2,ctau = 5,ctau = 8,ctau = 10,ctau = 20,ctau = 50,ctau = 80,ctau = 100,what
0.31,0.398253,0.123912,0.17925,0.277062,0.257233,0.385264,0.351089,0.335508,0.33064899999999997,0.322328,0.310029,0.306962,0.30591799999999997,Significance
0.31,0.398244,0.123832,0.179229,0.277069,0.257255,0.38522,0.351103,0.335527,0.330656,0.322351,0.310066,0.30694,0.305908,posSignificance
0.312,6015.677393928064,2803.0581798459198,1289.8227798241078,991.0539073598517,1032.3207325477754,1368.8352174714462,2057.859323802079,2906.72696659938,3470.3060673561413,8472.98774943243,20006.19690112644,31497.79887842984,39352.38755055647,xsecBRbrUL
0.312,141.76252210120643,191.83274153481256,203.84912367587197,196.83283508038903,199.6480793479449,167.98698868806554,153.65827822264498,147.9954424515191,146.56332259526343,147.6443457309881,146.05108984169843,145.39919426805596,145.89261916268646,nevtUL
0.312,286.1391303776521,382.99989685087166,411.0543438882508,397.2918933624877,402.9673510689726,320.6525419789709,294.5291894868592,285.4461159603659,282.6856642081956,298.00983282127135,294.7962450763025,293.4804290320679,294.4740946988016,nevtULup
0.312,79.32987977160852,104.82083504532564,109.78844487522022,105.46640731324526,108.00324032870844,92.70233137541919,84.79538389644577,81.67250260089098,80.88164056605662,77.48973317008253,77.05622397277655,76.7122853456571,76.20396249530498,nevtULdown
0.312,430.803198302234,582.9455947277885,619.4742371098213,598.1468668328622,606.6915337135019,510.4476101753843,466.91428928567285,449.71131560939074,445.36298070185035,448.67135616932404,443.8331333589781,441.85209470061415,443.3480941700481,nevtULupup
0.312,50.943239518151046,66.69353800077997,70.07313626358099,66.8916706737194,67.845074737854,59.711313406313785,54.62139536897847,52.60694704742505,52.10001560787337,47.868165801755076,47.924595315345954,47.7106850214307,47.87050780870245,nevtULdowndown
0.312,159.7736656797451,165.3711921351774,176.3165354675312,187.89774912679695,184.58539299367862,186.6642052967001,176.37571771714218,171.85455580674122,170.46609650889005,139.8517145416219,139.21322441904178,139.04231375554158,138.98432663403105,nevtULobs
0.312,4.5230657097203486e-08,2.107562541237533e-08,9.697915637775249e-09,7.451533138043998e-09,7.761810019156205e-09,1.029199411632666e-08,1.5472626494752473e-08,2.1855089974431425e-08,2.6092526822226633e-08,6.370667480776262e-08,1.5042253309117624e-07,2.3682555547691608e-07,2.958826131620787e-07,BRbrUL
0.312,9.129536281079922e-08,4.2078126468012314e-08,1.9555494169834137e-08,1.5040344806585448e-08,1.5666346669275798e-08,1.9645295752999065e-08,2.9657628560234332e-08,4.215299095584918e-08,5.0326255880403096e-08,1.2858748782464045e-07,3.036197674266457e-07,4.780196064841125e-07,5.972184552452207e-07,BRbrULup
0.312,2.5310939283024146e-08,1.1516098019308988e-08,5.223074091284144e-09,3.9926591959320534e-09,4.198891547680365e-09,5.679558021349074e-09,8.538474585845647e-09,1.206091122275053e-08,1.4399280382878882e-08,3.343584346265034e-08,7.936258752323787e-08,1.249486262997834e-07,1.5454810315848123e-07,BRbrULdown
0.312,1.3745178521073366e-07,6.404507849900927e-08,2.947085954030668e-08,2.2644144701781706e-08,2.358662522722224e-08,3.1273397074658624e-08,4.7015953105449716e-08,6.641070226458367e-08,7.928754147912164e-08,1.935960367565759e-07,4.571174666482376e-07,7.196867100459689e-07,8.991475606944999e-07,BRbrULupup
0.312,1.6253916507080728e-08,7.327258178580414e-09,3.3336585004852413e-09,2.532329021632872e-09,2.6376441114313053e-09,3.658310033743576e-09,5.500103599637084e-09,7.768682210455614e-09,9.275315478763547e-09,2.06545103862818e-08,4.935902246616214e-08,7.771094977014537e-08,9.708545247268533e-08,BRbrULdowndown
0.312,5.097728072561061e-08,1.8168438148533985e-08,8.388080633732511e-09,7.113276113766159e-09,7.176211047997585e-09,1.1436283950596916e-08,1.7760159976718118e-08,2.5378462454360016e-08,3.034791458516123e-08,6.034425263968103e-08,1.433800040766552e-07,2.2647149701011928e-07,2.8187200962642433e-07,BRbrULobs
0.312,0.551222,0.0498113,-0.00795309,-0.00733798,-0.00353264,0.15348599999999998,0.173149,0.179858,0.181791,-0.0718867,-0.06490019999999999,-0.06313959999999999,-0.061616599999999994,Significance
0.312,0.551161,0.050457999999999996,0.0,0.0,0.0,0.15351800000000002,0.173215,0.17990799999999998,0.181805,0.0,0.00771903,0.0,0.00771541,posSignificance
