,mass,eps,ctau,BRbrUL,BRbrULobs,BRbrULup,BRbrULupup,BRbrULdown,BRbrULdowndown
50,0.62,1.9651823266647043e-06,10.0,0.0024915211396699,0.0025391896928676,0.0043982632675769,0.007551437353392,0.0015220367619595,0.001031587774482
51,0.62,1.3895937494525698e-06,20.0,0.0057491080298351,0.0059274101284259,0.0106533882979836,0.0174295164157017,0.0034117296101265,0.0022906956884411
52,0.62,8.788562541206954e-07,50.0,0.0140599081871162,0.0144544343978447,0.0260544480838053,0.0426245489344011,0.0083117713240324,0.0056019578288297
53,0.62,6.947968747262849e-07,80.0,0.0224173176868866,0.0229887297249874,0.0415409065952014,0.0679630990469426,0.0132996775680216,0.0088456579697254
54,0.62,6.214452169769513e-07,100.0,0.0280851542710556,0.0288633088280504,0.0522670852842254,0.0851487842445969,0.0166027056280406,0.0111898625295849
55,0.62,4.394281270603477e-07,200.0,0.0856722001663249,0.1008065837447979,0.1724098509674456,0.2598266486644303,0.0451975374550197,0.0281129430654878
56,0.62,2.7791874989051396e-07,500.0,0.2126881956275508,0.2505080238682317,0.428021458997088,0.6450407596992362,0.1122065578968912,0.0697926646306552
57,0.62,2.1971406353017385e-07,800.0,0.3409425902582164,0.3998210184862046,0.6861260053301741,1.0340215758062683,0.1789529447565906,0.1105326606976847
58,0.62,1.9651823266647047e-07,1000.0,0.4252604237139896,0.4991305088861767,0.8558104621863538,1.2897433938181442,0.2221330662775634,0.1395289660392226
59,0.62,1.3895937494525698e-07,2000.0,0.2799207724299267,0.3161397263487712,0.5633599575262555,0.848972279857715,0.1476698492634031,0.0918409188656414
60,0.62,8.788562541206954e-08,5000.0,0.6884623384125063,0.7783324221667896,1.3854242118671425,2.087885784466686,0.3632301298886608,0.2258626444283585
61,0.62,6.947968747262849e-08,8000.0,1.080333126726421,1.2238360232590029,2.174010862429592,3.2763916039871632,0.5699501833982745,0.3545024384693034
62,0.62,6.214452169769514e-08,10000.0,1.3394732059449708,1.5142385130059404,2.6957371247469486,4.062406555742003,0.7066288734752069,0.4396328901574329
63,0.625,1.9651823266647046e-05,0.1,0.0043807993356484,0.0051311282380227,0.008536357442845,0.0132835301690765,0.0022638169036803,0.0012663879194601
64,0.625,1.3895937494525697e-05,0.2,0.0019055255364527,0.0020903004669039,0.003591937438565,0.005777350664654,0.0010252555875479,0.0005954767301414
65,0.625,8.788562541206955e-06,0.5,0.0008030135168395,0.0008120626647509,0.0014368473118558,0.0024340240675784,0.0004697688089693,0.0003011792489665
66,0.625,6.947968747262848e-06,0.8,0.0006363546620874,0.0006282820936636,0.001138822823488,0.0019291469613652,0.0003756697695738,0.0002435552961021
67,0.625,6.214452169769514e-06,1.0,0.0006116025695768,0.0006002344920753,0.0010942291325919,0.0018538234020055,0.0003625383261364,0.0002364560120296
68,0.625,4.3942812706034776e-06,2.0,0.0006757222624522,0.0006489971937874,0.0012037533559672,0.0020485468422887,0.000402282612534,0.0002638748885013
69,0.625,2.7791874989051396e-06,5.0,0.0011841739727353,0.0011240644981099,0.0021187290609312,0.0035892458623576,0.000707975281827,0.0004671909310221
70,0.625,2.1971406353017388e-06,8.0,0.0017482812162965,0.0016582477610979,0.0031280044288563,0.0052988110708652,0.0010498637992155,0.0006965746270622
