mass,ctau = 0.1,ctau = 0.2,ctau = 0.5,ctau = 0.8,ctau = 1,ctau = 2,ctau = 5,ctau = 8,ctau = 10,ctau = 20,ctau = 50,ctau = 80,ctau = 100,ctau = 200,ctau = 500,ctau = 800,ctau = 1000,ctau = 2000,ctau = 5000,ctau = 8000,ctau = 10000,what
0.615,0.0047266355975733,0.0020061862805991,0.0008885852408568,0.0007284236908878,0.0007115188099932,0.0008336370806233,0.0015004476580206,0.0022246301035449,0.0027692336039432,0.0064332636641833,0.0157863667669995,0.025160613287439,0.031636370900747,0.0978631876492208,0.2429134753398016,0.3871450141060429,0.4853379794644432,0.3054348761014123,0.7516923448421513,1.1770142055956774,1.4567095495509297,BRbrUL
0.615,0.009512453217162,0.0038132169950187,0.0015614015775343,0.0012915854623771,0.0012617629849395,0.0014648969973183,0.0026247628150756,0.0039093835566921,0.0048663765867232,0.0118703316490248,0.0292514942674199,0.0466209099649354,0.0586215582622058,0.1969534999084632,0.4888728876744596,0.7791445111475849,0.9766989304107728,0.6147266534232715,1.5128158923832378,2.3686007804759592,2.9314625699881214,BRbrULup
0.615,0.0023783775097459,0.001068930924921,0.0005197585918409,0.0004354015953387,0.0004254007246759,0.0005048872912313,0.0009057240933463,0.0013532156250178,0.0016717953085567,0.0037860770196137,0.0092898064519707,0.0148063986403389,0.0186175385165177,0.0508489760277691,0.126216014224364,0.2011576366397386,0.2521449213045084,0.1619898512587667,0.3966203080957569,0.6242487923269696,0.7725011335438536,BRbrULdown
0.615,0.0143357880114213,0.0060824558300467,0.0026929659883193,0.0022075178695057,0.0021567705670384,0.0025096577958998,0.0045475477065436,0.0067421149317295,0.0083930456526124,0.0195031642738079,0.0478553540996335,0.0762747648501619,0.0959046516428595,0.2968107650489691,0.7367360106309028,1.174178060023814,1.471907014973804,0.9263431383300575,2.279929528124999,3.569442779091057,4.417763411792522,BRbrULupup
0.615,0.0013109874698244,0.0006112015651713,0.0003331131752207,0.0002845471253235,0.0002807866924231,0.0003387027646671,0.0006153208550576,0.0009122928671995,0.0011356369942851,0.0025384986286842,0.0062282276421512,0.009925675899624,0.0124810492909048,0.0317326754622767,0.0787660269763659,0.1255338946601687,0.1573540716995368,0.1014417855240809,0.2466132057086407,0.3906970359547974,0.4835650197518362,BRbrULdowndown
0.615,0.0054886041310222,0.0021151694614919,0.0008836958962301,0.0007146518642713,0.0006973017622755,0.0007923171529658,0.0014097082436288,0.0020974842187776,0.0025947584657303,0.0060551894003367,0.0148116402504624,0.0235747633117493,0.029629287570304,0.1069963182102668,0.2659801023737665,0.4245144192032695,0.5299584226417668,0.3043781908355365,0.7471041921778047,1.172091107864392,1.44828926313734,BRbrULobs
0.615,-0.0106193,-0.00241442,0.123419,-0.00824735,0.0688184999999999,0.0772154999999999,0.166446,0.179664,0.201102,0.2234199999999999,0.236452,0.2397949999999999,0.245444,0.4109859999999999,0.411138,0.411176,0.411188,0.354413,0.354418,0.354419,0.354419,Significance
0.615,0.0,0.0,0.0,0.0,0.0,0.0772202999999999,0.166446,0.17964,0.201099,0.2234179999999999,0.236453,0.239792,0.245444,0.4109859999999999,0.411138,0.411176,0.411188,0.354413,0.354418,0.354419,0.354419,posSignificance
0.62,232.322144747148,99.51195100623146,42.35083595389648,33.877973686959855,32.87033525091234,37.41648988535454,65.9910445239075,98.1863825943748,121.11458666415524,279.4681657059062,683.4619789114507,1089.7215048819428,1365.2390087240055,4164.585620625172,10338.922071192188,16573.45797226508,20672.206879033634,13607.144692359438,33466.63619386882,52515.74952336001,65112.73017222918,xsecBRbrUL
0.62,85.07656746525711,63.980908586182565,37.971,30.41100000000001,28.125000000000004,23.55293885543307,22.49989216442805,22.031839547663907,22.265802076333088,26.60008654461379,26.832765920662165,26.94843776081153,27.06453695616993,41.21253278543917,41.15685859038728,41.3344910522195,41.297348539422686,16.04441662798768,16.059734450215206,16.017196822316095,16.063350402428707,nevtUL
0.62,171.21512953126538,121.62582622502056,67.329,53.92800000000001,49.87800000000001,41.39089254724367,39.5398104969549,38.71771802861525,39.30565060686017,49.29130732091453,49.72386002245903,49.93739891384576,50.36769417799019,82.93759961497359,82.82555884033502,83.18312243282934,83.10837540895676,32.290500599913095,32.317737226976284,32.23224301461784,32.32805989358841,nevtULup
0.62,43.03778119315133,34.26295104622268,22.491,18.180000000000007,16.821000000000005,14.327962803916488,13.74593411965458,13.400902404604391,13.601879091093268,15.785457922381616,15.862679283226557,15.987886605646198,15.999361645152431,21.742233660041872,21.71286197924868,21.695526182890447,21.571503362760343,8.464097052916236,8.473055249151306,8.450175265908618,8.47409798772192,nevtULdown
0.62,258.0286881655476,193.9947228267218,115.083,92.16900000000004,85.24800000000002,71.3878146737849,68.19267317194853,66.7735137053245,67.48440012221947,80.64323068594881,81.34722708066145,81.70020027729558,82.05446890978439,124.98936943167988,124.82052073292654,125.36056448857256,125.24791748960868,48.66114381368242,48.70403127385528,48.57632140473629,48.71755529889128,nevtULupup
0.62,23.930878333874823,19.74597178760509,14.390999999999998,11.997000000000003,11.097000000000005,9.656974930026626,9.314955356073211,9.03593419356804,9.21891805181509,10.598636039485791,10.69110986486752,10.633594374674626,10.783221806209786,13.523705303847382,13.505436069805633,13.400529605662427,13.549759207648302,5.264110816021836,5.268689206887959,5.255911524401252,5.272204872548545,nevtULdowndown
0.62,106.2984595717922,71.08189844052188,40.761,32.38200000000001,29.772,24.299936916190017,23.033889605130483,22.45483646708393,22.69179828959627,27.42505821482568,27.585703231571745,27.635346960191068,27.81441329874363,48.49291403168146,48.47529635427797,48.47267189056923,48.47092614946703,18.12040399205263,18.156130432369302,18.1447943952052,18.15918655133316,nevtULobs
0.62,0.0047792388249325,0.002047120304917,0.0008712245648364,0.0006969242098336,0.0006761954724147,0.0007697171586781,0.0013575415397002,0.0020198512383976,0.0024915211396699,0.0057491080298351,0.0140599081871162,0.0224173176868866,0.0280851542710556,0.0856722001663249,0.2126881956275508,0.3409425902582164,0.4252604237139896,0.2799207724299267,0.6884623384125063,1.080333126726421,1.3394732059449708,BRbrUL
0.62,0.0096181359785799,0.0038915155156349,0.001544828388135,0.0012358596819541,0.0011991920985992,0.0013526668753384,0.0023856529990999,0.0035495915145369,0.0043982632675769,0.0106533882979836,0.0260544480838053,0.0415409065952014,0.0522670852842254,0.1724098509674456,0.428021458997088,0.6861260053301741,0.8558104621863538,0.5633599575262555,1.3854242118671425,2.174010862429592,2.6957371247469486,BRbrULup
0.62,0.0024176790501245,0.0010962705022955,0.0005160441307244,0.0004166282639431,0.0004044189881418,0.0004682421538462,0.0008293673779875,0.0012285778161658,0.0015220367619595,0.0034117296101265,0.0083117713240324,0.0132996775680216,0.0166027056280406,0.0451975374550197,0.1122065578968912,0.1789529447565906,0.2221330662775634,0.1476698492634031,0.3632301298886608,0.5699501833982745,0.7066288734752069,BRbrULdown
0.62,0.0144949515614953,0.0062070162009406,0.0026405187273202,0.0021122227975455,0.002049575524708,0.0023329753544649,0.0041144368985235,0.0061217114466576,0.007551437353392,0.0174295164157017,0.0426245489344011,0.0679630990469426,0.0851487842445969,0.2598266486644303,0.6450407596992362,1.0340215758062683,1.2897433938181442,0.848972279857715,2.087885784466686,3.2763916039871632,4.062406555742003,BRbrULupup
0.62,0.001344334712313,0.000631788148683,0.0003301939035727,0.0002749334038793,0.0002667996855959,0.0003155928587167,0.0005620221974359,0.0008284030405846,0.001031587774482,0.0022906956884411,0.0056019578288297,0.0088456579697254,0.0111898625295849,0.0281129430654878,0.0697926646306552,0.1105326606976847,0.1395289660392226,0.0918409188656414,0.2258626444283585,0.3545024384693034,0.4396328901574329,BRbrULdowndown
0.62,0.0059713942411169,0.0022743221505464,0.0009352396430776,0.0007420933136967,0.0007157934792793,0.0007941292810206,0.0013897605255758,0.0020586310620106,0.0025391896928676,0.0059274101284259,0.0144544343978447,0.0229887297249874,0.0288633088280504,0.1008065837447979,0.2505080238682317,0.3998210184862046,0.4991305088861767,0.3161397263487712,0.7783324221667896,1.2238360232590029,1.5142385130059404,BRbrULobs
0.62,-0.0104701,0.188045,-0.0045156999999999,0.198394,0.241342,0.287693,0.342093,0.347929,0.362709,0.393728,0.401863,0.403969,0.408129,0.515029,0.5149229999999999,0.514896,0.514887,0.491588,0.491588,0.491633,0.491633,Significance
0.62,0.0,0.0,0.0,0.198367,0.241337,0.287693,0.342092,0.347931,0.362711,0.393728,0.401862,0.403969,0.408067,0.5150279999999999,0.514921,0.514896,0.514887,0.491639,0.491635,0.491634,0.491633,posSignificance
0.625,212.95372226540547,92.62893019484206,39.03504916303032,30.933645572332036,29.73042902892791,32.84733218338992,57.56352573644696,84.98517372102451,104.95064113831548,246.7812938003864,601.1572797307788,958.8739751972702,1201.7582914820457,3917.201162307879,9726.227412776943,15505.281718386756,19341.409776524582,13217.40700703777,32539.38088054147,51300.35211272751,63214.71073513709,xsecBRbrUL
0.625,82.97060320419641,62.92791798689248,36.738,29.088000000000008,26.631,21.617946322346977,20.50790593627956,19.922861121063917,20.156828491743028,24.6081933857192,24.72403496434832,24.83986551414781,24.956071414530072,40.512759798375946,40.46038678604968,40.40814881489258,40.37339835223591,16.2268145865872,16.247105104291144,16.269621191913895,16.209391235116893,nevtUL
0.625,161.67522680986914,118.61984540435397,65.736,52.05600000000002,47.646,38.51090437690372,36.692831700795104,35.645751519421985,36.06269315363044,45.991492477930144,46.20832741941537,46.42514171748167,46.64265751153157,81.52908157116201,81.42368456500084,81.31855931970098,81.24862645611252,32.6553887986796,32.69853959365243,32.743187141000426,32.62058271180722,nevtULup
0.625,42.87579495224988,33.85795587338236,21.492,17.172000000000008,15.786,12.869968043695328,12.260943762664509,11.963916601536347,12.10489700315272,14.468525746595596,14.53684462960834,14.485172149235574,14.553708954723549,21.37440737808663,21.346775537978708,21.31921494517601,21.300880708034494,8.559948817389662,8.526373339855269,8.539827648933617,8.552351083020643,nevtULdown
0.625,251.5847968293856,190.7907513449848,111.357,88.18200000000004,80.721,65.5378372686639,62.159714891707495,60.38357907615938,61.09448016585011,74.60455459093633,74.95804242770393,75.3084969928988,75.6630891143655,122.86312697065924,122.70429523233032,122.54587303362293,122.44048523661957,49.21154630337087,49.27840969648637,49.343141390306656,49.16251800698174,nevtULupup
0.625,23.984885295496625,19.66497437090389,13.779000000000002,11.133000000000004,10.296,8.441979038451901,8.090962889137796,7.937944665914038,8.030931667271332,9.515688092100609,9.5602401639624,9.607787615241568,9.652480506244924,13.293436645886162,13.276251509035983,13.259110683193894,13.247708026943345,5.322893649357732,5.268779143594236,5.273839072802597,5.317862703998545,nevtULdowndown
0.625,97.18153524231614,69.02991003424846,37.152,28.71900000000001,26.136,20.762948445318266,19.466910711017857,18.896868273088632,19.07983765552696,23.372233898346728,23.45213605329716,23.4780373601298,23.624281065004677,38.540475398602986,38.52358075981602,38.51868817187601,38.515433438423344,15.683843829712911,15.680820808525338,15.677894149976346,15.675046933485826,nevtULobs
0.625,0.0043807993356484,0.0019055255364527,0.0008030135168395,0.0006363546620874,0.0006116025695768,0.0006757222624522,0.0011841739727353,0.0017482812162965,0.0021590028766982,0.0050766866924439,0.0123667686277049,0.0197255743117723,0.024722093931625,0.0805831054131678,0.2000840846310985,0.3189684929117819,0.3978837946485976,0.271903243669352,0.6693872106458346,1.0553304542565218,1.300427904455955,BRbrUL
0.625,0.008536357442845,0.003591937438565,0.0014368473118558,0.001138822823488,0.0010942291325919,0.0012037533559672,0.0021187290609312,0.0031280044288563,0.0038626839679698,0.0094880755433205,0.023113043428921,0.0368666481854003,0.0462053558457655,0.1621678356938566,0.402655156996588,0.6419016726250718,0.8007131706452987,0.5471872554077323,1.3471928734557383,2.123889803684691,2.6170456004630887,BRbrULup
0.625,0.0022638169036803,0.0010252555875479,0.0004697688089693,0.0003756697695738,0.0003625383261364,0.000402282612534,0.000707975281827,0.0010498637992155,0.0012965585068428,0.0029848665022134,0.0072712158177454,0.0115028134707823,0.0144172595860871,0.0425153983945916,0.1055637472258333,0.1682867951282863,0.2099222654364568,0.1434340570462754,0.3512899824463678,0.5539366950043502,0.6861279264436205,BRbrULdown
0.625,0.0132835301690765,0.005777350664654,0.0024340240675784,0.0019291469613652,0.0018538234020055,0.0020485468422887,0.0035892458623576,0.0052988110708652,0.0065438448554784,0.0153909693227342,0.0374934256817631,0.0598031963134109,0.0749537042578415,0.2443845435695288,0.6067954001944904,0.9673363809155032,1.206662972968779,0.8246091057779981,2.0302901347687707,3.200647341669939,3.944152457193521,BRbrULupup
0.625,0.0012663879194601,0.0005954767301414,0.0003011792489665,0.0002435552961021,0.0002364560120296,0.0002638748885013,0.0004671909310221,0.0006965746270622,0.0008601950738087,0.0019630927939086,0.0047819572453889,0.0076296358556462,0.0095619829653809,0.0264417040919946,0.0656535154882304,0.1046630116945659,0.1305574599930845,0.089192616409365,0.217075802230638,0.3420880497907793,0.4266352111585289,BRbrULdowndown
0.625,0.0051311282380227,0.0020903004669039,0.0008120626647509,0.0006282820936636,0.0006002344920753,0.0006489971937874,0.0011240644981099,0.0016582477610979,0.0020436461223099,0.0048217074266525,0.0117305747550834,0.0186441335754428,0.0234027898804662,0.0766600746820444,0.1905062211540106,0.3040537187537288,0.3795733684669295,0.2628050001894668,0.646056071791129,1.0169480260120225,1.2575591606302985,BRbrULobs
0.625,-0.00114555,-0.0210785,-0.0238767,-0.0245764,-0.0176486,-0.0193608,-0.0164133,-0.0214695,-0.0086452,-0.0175405,-0.00618727,-0.0142889999999999,-0.00518388,-0.3947469999999999,-0.394982,-0.395041,-0.3950599999999999,-0.404267,-0.40428,-0.404284,-0.404285,Significance
0.625,0.0,0.0,0.00253655,0.00189947,0.0,0.0,0.000707035,0.000808822,0.0,0.000244678,0.0,0.00129911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,posSignificance
0.63,238.6789702839532,99.58929391154336,36.53142013467885,27.60296638869605,26.233722931071945,28.205645711993927,48.124055319204274,70.87479452990473,87.1016903758348,201.4604477192623,488.3979275948989,775.3363601600746,972.7605563710856,3070.435839757893,7624.796772070663,12156.62724535532,15165.38549815044,10661.704954318888,26282.37696834874,41307.6884128604,51242.77602394648,xsecBRbrUL
0.63,93.86957521275072,67.85091900422678,34.281,25.83899999999999,23.382,18.458956010101765,17.051924948298794,16.523889462802163,16.640864153054753,20.039371556489,20.038476375257343,20.03758111105881,20.15396509268257,31.61463849037208,31.57545523630201,31.536368853318702,31.510364965000324,12.986343603729232,13.011781581298616,12.981772328938144,13.01543586946636,nevtUL
0.63,185.9121586931728,127.88984733387224,62.15399999999999,47.26799999999998,42.948,33.75891954846014,31.45786154255123,30.6177951810746,30.833748290084163,38.56979043439807,38.72705538990604,38.72532517122293,38.95213434939363,63.62194955514813,63.543096367735885,63.46443812569352,63.41210736532965,26.13297579136735,26.18719661612356,26.1246659456468,26.19605670182748,nevtULup
0.63,47.98778284126433,36.68395620920923,19.872,15.047999999999991,13.5,10.655974605539004,9.84595666437661,9.542936162159348,9.608921558001512,11.312645230467064,11.312139881900515,11.311634486497418,11.377286738583866,16.07259804545132,16.13949740958606,16.11951877199594,16.022573936408147,6.5302756407324125,6.542416115097148,6.5282893205586525,6.544742150554419,nevtULdown
0.63,284.65971183164845,205.7127544342236,103.905,78.32699999999996,70.875,55.95286665763175,51.689772494579216,50.09066491655914,50.44758817338541,60.760094536695824,60.757380315039256,60.7546658418241,61.10979771293675,95.8810506676336,95.76221547772757,95.6436740789898,95.5648093425112,39.38646703494472,39.46488255940246,39.36826036721202,39.47635811524577,nevtULupup
0.63,27.13487720675393,21.46497437658587,12.582,9.584999999999996,8.676,6.848983678053363,6.326972152702703,6.131958980023171,6.1739495992404345,7.202774117833845,7.202452361825283,7.202130575995837,7.243909167856585,9.633966825453289,9.62202646529579,9.610115624781104,9.724683603022289,3.9062921560017534,3.91259275485265,3.904314062581794,3.916022827246444,nevtULdowndown
0.63,100.43954548171604,83.31290054677376,41.58899999999999,30.842999999999986,27.63,21.29394925397406,19.574913843710352,18.902873548496085,19.02284470786375,23.30326919922253,23.302228216017824,23.30718641211481,23.42947184684381,35.91305430484003,35.856568442703065,35.85105362200543,35.89319471788318,15.809203664791283,15.805238395069445,15.801394864922049,15.800796105864189,nevtULobs
0.63,0.0049100089133452,0.002048711372425,0.0007515098555396,0.0005678372537053,0.0005396697215031,0.0005802353332084,0.0009899889390443,0.0014580081037694,0.0017918213557063,0.0041443642597054,0.0100471280519494,0.015949911442544,0.0200112435404362,0.0631637857458932,0.1568542887074381,0.2500813040206234,0.3119762829613735,0.2193283568086633,0.5406706130203586,0.8497653482229304,1.0541460218418268,BRbrUL
0.63,0.00972445389482,0.0038615451123703,0.001362543203559,0.0010387604515711,0.0009912640150165,0.001061171494327,0.0018263589047887,0.0027016032511021,0.0033200540641698,0.0079766603723102,0.0194174286153693,0.0308253528028807,0.0386762923970986,0.1271121032005863,0.31565680077893,0.5032687662688664,0.6278274965255669,0.4413638521927936,1.0881405869949368,1.7100774294911811,2.1216707021665475,BRbrULup
0.63,0.0025100831760265,0.0011076465783266,0.0004356350120849,0.0003306944925793,0.0003115875990202,0.0003349578910379,0.0005716297850006,0.0008420340918828,0.0010346500454889,0.0023395804825372,0.0056718143538774,0.0090040592888972,0.0112967177777756,0.0321119009357617,0.0801745966077367,0.1278267099625658,0.1586355177322315,0.1102908308523564,0.271853021008889,0.4273310228541288,0.5300716757532862,BRbrULdown
0.63,0.0148896137986766,0.006211353739159,0.0022778107855617,0.0017213123019846,0.0016358348948564,0.0017588118315732,0.0030009692856675,0.0044198186834855,0.0054319934951429,0.0125658613347415,0.0304632532281712,0.0483607045445039,0.0606770448949707,0.1915634791555786,0.4757085553128685,0.7584479635638269,0.9461633984152324,0.6652041066272351,1.6398601615659023,2.5769812189127568,3.197268710886118,BRbrULupup
0.63,0.0014193362295048,0.0006481199924703,0.0002758232549341,0.0002106397336106,0.000200246963637,0.0002152896580066,0.0003673270007819,0.0005410618308105,0.0006647860735611,0.0014896135610108,0.0036112506665764,0.0057328948163994,0.0071926109763586,0.0192479764281123,0.047798396122661,0.0762075766684634,0.096281672612048,0.0659739697280459,0.1625775771017875,0.255569941830345,0.3171664726548166,BRbrULdowndown
0.63,0.0052536624614509,0.0025155751657433,0.0009117162096215,0.0006778050395152,0.0006377159526615,0.0006693499748274,0.0011364668943111,0.0016679210351944,0.0020483034462833,0.0048193744864358,0.0116835465131052,0.0185525167527794,0.0232635545906158,0.071751713001,0.1781211544371846,0.2842964667874538,0.3553695897883703,0.2670040750543864,0.6567454178816798,1.0343331765160315,1.2797378838464888,BRbrULobs
0.63,-0.00843781,0.00939685,-0.00132225,-0.00293047,-0.00899846,-0.00123988,-0.00255039,0.00942148,-0.00210583,-0.013786,-0.00284164,-0.00489221,-0.00381526,-0.7319,,-0.738788,-0.724063,-0.670029,-0.658204,-0.671189,-0.668535,Significance
0.63,0.00996318,4.43765e-05,0.00996263,0.0,3.65504e-05,0.00996242,0.00899134,0.00996315,0.0089911,0.00996323,0.00996325,0.00996327,4.919850000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0089918,0.0,0.0,posSignificance
0.635,228.3977686820628,96.7267715130906,35.482645487775066,26.72150885427841,25.339220086008897,27.075865194935588,46.05672785311359,67.83167770805201,83.07970203634324,190.80697505351063,462.604716249784,734.4057890221911,921.4768179452532,2904.9445562730443,7214.74618515064,11504.070690795868,14352.291981373875,10321.836737690495,25357.75301100516,40066.70581389081,49530.59335978684,xsecBRbrUL
